Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Make,Bicycle_Value,cluster
HYBRID,MEN'S,RED,GIANT,500,cluster_30
MOUNTAIN,MEN'S,BEIGE,TREK,4080,cluster_9
REGULAR,WOMEN'S,GOLDEN,GIAN,1500,cluster_34
MOUNTAIN,MEN'S,YELLOW,NORC,800,cluster_8
REGULAR,WOMEN'S,BLACK,TREK,850,cluster_38
RACER,WOMEN'S,WHITE,TREK,1500,cluster_34
MOUNTAIN,MEN'S,BLACK,SPECIALIZED,800,cluster_37
HYBRID,MEN'S,BLACK,ALTI,1000,cluster_17
HYBRID,MEN'S,BLACK,ALTI,1000,cluster_17
HYBRID,MEN'S,BLACK,DEVINCI,1200,cluster_17
OTHER,UNISEX,BLACK,SEGWAY NINEBOT,1400,cluster_32
MOUNTAIN,MEN'S,BLACK,NORTH ROCK FAT,550,cluster_37
MOUNTAIN,MEN'S,BLACK,JAMIS,500,cluster_37
MOUNTAIN,MEN'S,BLUE,TREK,700,cluster_7
MOUNTAIN,UNISEX,RED,SUPER CYCLE,200,cluster_2
REGULAR,UNISEX,BLACK,NORCO,350,cluster_6
REGULAR,WOMEN'S,BLACK,TREK,6300,cluster_4
MOUNTAIN,UNISEX,GRAY,NORCO,500,cluster_2
MOUNTAIN,UNISEX,GREEN,MONTAGUE,1000,cluster_23
MOUNTAIN,UNISEX,SILK,GIANT,650,cluster_2
MOUNTAIN,MEN'S,SILK,TRIB,1000,cluster_8
HYBRID,MEN'S,BLUE,FELT,943,cluster_35
HYBRID,MEN'S,BLACK,CUBE,1400,cluster_17
MOUNTAIN,UNISEX,BLACK,SPOR,500,cluster_13
MOUNTAIN,MEN'S,BLUE,HYPER,400,cluster_7
MOUNTAIN,MEN'S,BLUE,HYPER,400,cluster_7
MOUNTAIN,MEN'S,YELLOW,GARY FISHER,500,cluster_8
HYBRID,UNISEX,BLACK,RALEIGH,600,cluster_25
HYBRID,WOMEN'S,BLACK,VELO SPORT,200,cluster_0
MOUNTAIN,UNISEX,BLUE,GT,1200,cluster_2
HYBRID,MEN'S,WHITE,GIANT,750,cluster_3
MOUNTAIN,MEN'S,BLACK,NORC,800,cluster_37
MOUNTAIN,MEN'S,BLUE,TREK,1900,cluster_14
OTHER,UNISEX,GREEN,SUPE,200,cluster_32
MOUNTAIN,MEN'S,BLACK,NORCO,100,cluster_37
HYBRID,UNISEX,SILK,KONA,1500,cluster_25
REGULAR,UNISEX,YELLOW,NORCO,800,cluster_6
MOUNTAIN,WOMEN'S,WHITE,UNKNOWN,500,cluster_28
MOUNTAIN,MEN'S,BLACK,NORTHROCK,500,cluster_37
MOUNTAIN,MEN'S,BLACK,HYPP,300,cluster_37
MOUNTAIN,MEN'S,GRAY,GIANT,650,cluster_12
HYBRID,UNISEX,BLACK,FOCUS,1800,cluster_10
REGULAR,MEN'S,BLACK,SHIMANO,800,cluster_24
HYBRID,MEN'S,GRAY,NAKAMURA,300,cluster_12
RACER,MEN'S,GREEN,PEUGEOT,100,cluster_16
BMX,MEN'S,BLACK,SUPERCYCLE,300,cluster_26
REGULAR,MEN'S,BLACK,VILANO,300,cluster_24
HYBRID,UNISEX,BLACK,FUJI,1000,cluster_25
RACER,WOMEN'S,BLUE,COLUMBIA,200,cluster_18
MOUNTAIN,UNISEX,RED,GIANT,1300,cluster_2
MOUNTAIN,MEN'S,BLUE,MOUN,100,cluster_7
OTHER,MEN'S,BLUE,TREK,1000,cluster_22
OTHER,CHILD'S,GREEN,GT,700,cluster_15
MOUNTAIN,MEN'S,MAROON,NORCO,2500,cluster_14
MOUNTAIN,MEN'S,WHITE,MIYATA,500,cluster_28
HYBRID,MEN'S,BLACK,MARIN,550,cluster_31
MOUNTAIN,UNISEX,BLACK,RALEIGH,580,cluster_13
HYBRID,UNISEX,BLACK,ROCKY MOUNTAIN,150,cluster_25
REGULAR,WOMEN'S,BLUE,BROOKLYN BICYCL,830,cluster_38
MOUNTAIN,MEN'S,GREEN,NAKAMURA,340,cluster_8
MOUNTAIN,MEN'S,GRAY,KONA,950,cluster_12
MOUNTAIN,MEN'S,GRAY,NORC,1500,cluster_14
HYBRID,MEN'S,BLACK,SPEC,800,cluster_31
HYBRID,UNISEX,BRONZE,TREK,400,cluster_25
MOUNTAIN,WOMEN'S,RED,GIANT,1100,cluster_20
HYBRID,WOMEN'S,WHITE,NISHIKI,100,cluster_21
MOUNTAIN,MEN'S,BLACK,STEVENS,800,cluster_37
HYBRID,MEN'S,GRAY,RALE,499,cluster_12
HYBRID,WOMEN'S,GRAY,SUPERCYCLE,190,cluster_21
RACER,UNISEX,GRAY,CERVELO,1000,cluster_27
HYBRID,WOMEN'S,GREEN,KONA,700,cluster_21
BMX,MEN'S,SILK,RADIO,1200,cluster_26
HYBRID,MEN'S,SILK,NORCO,1000,cluster_30
MOUNTAIN,MEN'S,ORANGE,UNKNOWN,800,cluster_8
HYBRID,MEN'S,WHITE,GIAN,1000,cluster_3
OTHER,UNISEX,BLACK,NORTHROCK,500,cluster_32
RACER,WOMEN'S,BLACK,STEVENS,2000,cluster_34
HYBRID,MEN'S,BLUE,NORC,3000,cluster_36
RACER,MEN'S,GREEN,SPEC,2000,cluster_39
TOURING,MEN'S,GRAY,KHS,400,cluster_12
HYBRID,UNISEX,RED,VENT,50,cluster_25
MOUNTAIN,MEN'S,BLACK,RALE,550,cluster_37
HYBRID,UNISEX,GRAY,MEC,800,cluster_25
MOUNTAIN,UNISEX,TURQUOISE,UNKNOWN,50,cluster_2
HYBRID,WOMEN'S,BLACK,HILAND,800,cluster_0
TOURING,MEN'S,GRAY,KHS,1200,cluster_12
MOUNTAIN,MEN'S,GRAY,CCM,500,cluster_12
MOUNTAIN,CHILD'S,RED,NORC,630,cluster_20
HYBRID,UNISEX,RED,KHS,700,cluster_25
TOURING,WOMEN'S,RED,DEVINCE,900,cluster_18
REGULAR,WOMEN'S,SILK,UNKNOWN,800,cluster_38
OTHER,UNISEX,TURQUOISE,DEVINCI,300,cluster_32
MOUNTAIN,WOMEN'S,TURQUOISE,LIV,800,cluster_11
MOUNTAIN,UNISEX,YELLOW,SCOTT,1300,cluster_2
REGULAR,CHILD'S,RED,N/A,130,cluster_29
HYBRID,UNISEX,SILK,JAMIS,500,cluster_25
HYBRID,MEN'S,WHITE,GIANT,1000,cluster_3
MOUNTAIN,MEN'S,BEIGE,SPECIALIZED,600,cluster_8
MOUNTAIN,UNISEX,BLACK,NORC,800,cluster_13
HYBRID,WOMEN'S,BLACK,SCHWINN,350,cluster_0
MOUNTAIN,MEN'S,RED,MONGOOSE,500,cluster_8
HYBRID,UNISEX,BLUE,NORCO,850,cluster_25
RACER,MEN'S,BLACK,UNKNOWN,75,cluster_16
MOUNTAIN,UNISEX,BLUE,SCHWINN,200,cluster_2
MOUNTAIN,MEN'S,BLUE,SPECIALIZED,400,cluster_7
HYBRID,WOMEN'S,GREEN,UNKNOWN,75,cluster_21
RACER,MEN'S,RED,JAVELIN,150,cluster_16
MOUNTAIN,MEN'S,BLACK,UNKNOWN,800,cluster_37
MOUNTAIN,MEN'S,BLACK,UNKNOWN,800,cluster_37
REGULAR,WOMEN'S,GREEN,RALEIGH,400,cluster_38
MOUNTAIN,CHILD'S,RED,UNKNOWN,804,cluster_20
MOUNTAIN,CHILD'S,ORANGE,NORC,700,cluster_20
HYBRID,MEN'S,BLACK,SCOTT,700,cluster_31
HYBRID,MEN'S,BLACK,REID,1000,cluster_17
HYBRID,MEN'S,BLACK,TREK,1225,cluster_17
RACER,MEN'S,BLACK,TREK,1034,cluster_16
OTHER,MEN'S,BLACK,CANONDALE,4000,cluster_9
RACER,UNISEX,RED,ECLI,5000,cluster_33
OTHER,WOMEN'S,SILK,TREK,1200,cluster_15
HYBRID,WOMEN'S,ORANGE,TREK,300,cluster_21
RACER,MEN'S,BLUE,6KU,600,cluster_16
REGULAR,WOMEN'S,GREEN,UNKNOWN,100,cluster_38
MOUNTAIN,MEN'S,ORANGE,ROCKY MOUNTAIN,750,cluster_8
HYBRID,MEN'S,BEIGE,INFINITY,400,cluster_30
HYBRID,UNISEX,BLACK,CANADIANA,275,cluster_25
HYBRID,MEN'S,BLUE,SHWINN,670,cluster_35
MOUNTAIN,MEN'S,BLUE,RALEIGH,400,cluster_7
REGULAR,WOMEN'S,PURPLE,UNKNOWN,200,cluster_38
HYBRID,WOMEN'S,SILK,SUPERCYCLE,200,cluster_21
HYBRID,WOMEN'S,WHITE,SPECIALIZED,650,cluster_21
MOUNTAIN,MEN'S,BLACK,NORCO,700,cluster_37
MOUNTAIN,WOMEN'S,BLACK,SUPE,400,cluster_11
MOUNTAIN,MEN'S,GREEN,SUPERCYCLE,300,cluster_8
HYBRID,UNISEX,SILK,GIANT,1149,cluster_25
OTHER,CHILD'S,YELLOW,OTHER,80,cluster_15
RACER,UNISEX,BLACK,GIANT,1000,cluster_27
MOUNTAIN,UNISEX,BLACK,COLUMBIA BUILT,350,cluster_13
REGULAR,UNISEX,BLACK,N/A,200,cluster_6
MOUNTAIN,MEN'S,BLACK,COLUMBIA,200,cluster_37
MOUNTAIN,MEN'S,BLUE,GT,800,cluster_7
MOUNTAIN,MEN'S,BLUE,N/A,150,cluster_7
RACER,WOMEN'S,GREEN,TREK,400,cluster_18
MOUNTAIN,MEN'S,GRAY,GARY FISHER,1200,cluster_12
HYBRID,MEN'S,BLACK,NORCO,850,cluster_31
REGULAR,WOMEN'S,RED,FUJI,500,cluster_38
MOUNTAIN,WOMEN'S,TURQUOISE,VENT,300,cluster_11
MOUNTAIN,UNISEX,YELLOW,PEUGEOT,400,cluster_2
TOURING,UNISEX,BLACK,ZIZZO,1249,cluster_32
REGULAR,MEN'S,GREEN,FUJI,400,cluster_29
HYBRID,UNISEX,WHITE,RALEIGH,150,cluster_25
MOUNTAIN,MEN'S,BLACK,DIADORA,330,cluster_37
MOUNTAIN,UNISEX,BLACK,NORC,1000,cluster_13
MOUNTAIN,MEN'S,BLUE,GIANT,800,cluster_7
RACER,MEN'S,RED,N/A,1000,cluster_16
REGULAR,MEN'S,WHITE,CCM,500,cluster_29
HYBRID,UNISEX,WHITE,UNKNOWN,350,cluster_25
TRICYCLE,MEN'S,BLACK,UNKNOWN,150,cluster_5
HYBRID,MEN'S,GOLDEN,NORCO,350,cluster_30
HYBRID,MEN'S,GREEN,TREK,826,cluster_30
HYBRID,WOMEN'S,MAROON,OPUS,300,cluster_21
HYBRID,MEN'S,RED,NORCO,600,cluster_30
HYBRID,MEN'S,WHITE,VELO SPORT ENDU,150,cluster_3
MOUNTAIN,WOMEN'S,WHITE,NORC,200,cluster_28
BMX,CHILD'S,BLACK,BMX BIKE,800,cluster_26
HYBRID,WOMEN'S,RED,KONA,1000,cluster_21
MOUNTAIN,MEN'S,SILK,KONA,800,cluster_8
MOUNTAIN,MEN'S,BLACK,GIANT,2000,cluster_14
REGULAR,UNISEX,BLUE,SR,300,cluster_6
MOUNTAIN,MEN'S,RED,GIAN,400,cluster_8
HYBRID,MEN'S,ORANGE,UNKNOWN,100,cluster_30
HYBRID,MEN'S,BLACK,NORCO,400,cluster_31
MOUNTAIN,MEN'S,BLACK,STEVENS SPECIAL,700,cluster_37
HYBRID,MEN'S,BLACK,LOUIS GARNEAU,700,cluster_31
MOUNTAIN,MEN'S,BLACK,CCM,250,cluster_37
OTHER,WOMEN'S,BLUE,UNKNOWN,400,cluster_15
HYBRID,MEN'S,ORANGE,UNKNOWN,1500,cluster_30
MOUNTAIN,MEN'S,BLACK,WICKED,250,cluster_37
HYBRID,MEN'S,BLUE,CCM,452,cluster_35
HYBRID,MEN'S,GRAY,TREK,650,cluster_12
RACER,MEN'S,PURPLE,SPEC,1500,cluster_16
MOUNTAIN,MEN'S,RED,GT,500,cluster_8
OTHER,UNISEX,WHITE,LARRY VS HARRY,5000,cluster_33
HYBRID,WOMEN'S,WHITE,CCM,400,cluster_21
REGULAR,MEN'S,BLACK,CUBE,1000,cluster_24
REGULAR,UNISEX,BLACK,RALE,800,cluster_6
HYBRID,MEN'S,BLACK,MARIN,900,cluster_31
REGULAR,WOMEN'S,BLUE,KUNSTADT,300,cluster_38
HYBRID,WOMEN'S,BLUE,RALE,350,cluster_21
MOUNTAIN,MEN'S,GRAY,ROCKY MOUNTAIN,1000,cluster_12
MOUNTAIN,WOMEN'S,GRAY,GT (GIANT),600,cluster_11
TOURING,MEN'S,GREEN,MIELE,1500,cluster_39
MOUNTAIN,MEN'S,RED,UNKNOWN,200,cluster_8
REGULAR,MEN'S,RED,MATURE,1750,cluster_39
MOUNTAIN,MEN'S,ORANGE,CCM,300,cluster_8
MOUNTAIN,MEN'S,GRAY,DIADORA,800,cluster_12
MOUNTAIN,MEN'S,RED,HYPER BEAR MOUN,200,cluster_8
MOUNTAIN,MEN'S,BLUE,HYPER,250,cluster_7
MOUNTAIN,MEN'S,ORANGE,GIAN,1000,cluster_8
RACER,MEN'S,WHITE,RIDLEY,3000,cluster_36
RACER,WOMEN'S,BLACK,SPECIALIZED,2300,cluster_34
HYBRID,UNISEX,BLACK,CANNONDALE,850,cluster_25
HYBRID,UNISEX,BLACK,OPUS,600,cluster_25
HYBRID,WOMEN'S,BLACK,OPUS,600,cluster_0
HYBRID,WOMEN'S,BLACK,TREK,790,cluster_0
MOUNTAIN,CHILD'S,BLUE,TREK,400,cluster_7
RACER,MEN'S,GREEN,SPECIALIZED,9000,cluster_1
HYBRID,UNISEX,PURPLE,AVP,350,cluster_25
MOUNTAIN,MEN'S,RED,TREK,500,cluster_8
HYBRID,WOMEN'S,BLACK,SCHWINN,350,cluster_0
OTHER,WOMEN'S,GREEN,ELECTRA,400,cluster_15
OTHER,CHILD'S,RED,AGYL,2050,cluster_39
REGULAR,MEN'S,GRAY,ORBEA,650,cluster_29
MOUNTAIN,WOMEN'S,BLACK,UNKNOWN,250,cluster_11
HYBRID,UNISEX,BLACK,PEDEGO,6400,cluster_4
HYBRID,MEN'S,GRAY,TREK,603,cluster_12
HYBRID,MEN'S,BLACK,TRANSIO,500,cluster_31
MOUNTAIN,UNISEX,BLUE,SEVEN PEAKS,600,cluster_2
MOUNTAIN,MEN'S,GRAY,NORTHROCK,486,cluster_12
REGULAR,MEN'S,BLUE,N/A,30,cluster_29
REGULAR,UNISEX,GRAY,GREIF,100,cluster_6
OTHER,UNISEX,SILK,2017 AVAIL,1659,cluster_32
REGULAR,UNISEX,BLUE,UNKNOWN,250,cluster_6
MOUNTAIN,WOMEN'S,PURPLE,DIADORA,800,cluster_11
MOUNTAIN,MEN'S,BLUE,UNKNOWN,200,cluster_7
TOURING,WOMEN'S,SILK,TREK,500,cluster_18
MOUNTAIN,UNISEX,BLACK,DIAMONDBACK,500,cluster_13
MOUNTAIN,MEN'S,BROWN,NORCO,200,cluster_8
MOUNTAIN,MEN'S,BLACK,TREK,2000,cluster_14
RACER,WOMEN'S,BLACK,FELT,1400,cluster_34
MOUNTAIN,UNISEX,WHITE,UNKNOWN,800,cluster_2
HYBRID,WOMEN'S,GRAY,GENESIS,100,cluster_21
HYBRID,MEN'S,BLACK,NORCO,420,cluster_31
REGULAR,MEN'S,BLACK,GENESIS,570,cluster_24
MOUNTAIN,MEN'S,SILK,SUTTON,1000,cluster_8
MOUNTAIN,MEN'S,BLACK,KATO,800,cluster_37
HYBRID,UNISEX,BLACK,BRODIE,800,cluster_25
REGULAR,WOMEN'S,BLACK,MARIN,550,cluster_38
MOUNTAIN,MEN'S,BLUE,NORCO,40,cluster_7
RACER,MEN'S,ORANGE,NORCO,500,cluster_16
HYBRID,MEN'S,BLACK,N/A,1500,cluster_17
MOUNTAIN,UNISEX,GRAY,CCM,441,cluster_2
MOUNTAIN,MEN'S,BLACK,NORTHROCK,400,cluster_37
MOUNTAIN,MEN'S,RED,TREK,800,cluster_8
MOUNTAIN,UNISEX,GREEN,MONGOOSE,500,cluster_23
MOUNTAIN,WOMEN'S,BLACK,NORTHROCK,400,cluster_11
MOUNTAIN,WOMEN'S,WHITE,SPECIALIZED,800,cluster_28
HYBRID,MEN'S,MAROON,INDIE,800,cluster_30
OTHER,MEN'S,BLACK,CCM,400,cluster_5
MOUNTAIN,MEN'S,BLUE,UNKNOWN,800,cluster_7
MOUNTAIN,WOMEN'S,PURPLE,MOVELO,100,cluster_11
MOUNTAIN,MEN'S,GRAY,GIAN,460,cluster_12
HYBRID,CHILD'S,BLUE,LIV,700,cluster_35
HYBRID,UNISEX,WHITE,GIANT,1100,cluster_25
MOUNTAIN,MEN'S,BLACK,HYPER,200,cluster_37
MOUNTAIN,MEN'S,GRAY,MARIN,1500,cluster_14
REGULAR,MEN'S,GRAY,INFINITY,150,cluster_29
MOUNTAIN,WOMEN'S,BLUE,CCM,400,cluster_11
MOUNTAIN,MEN'S,GRAY,ROCKY MOUNTAIN,1000,cluster_12
HYBRID,MEN'S,GRAY,KUNDSTADT,650,cluster_12
REGULAR,UNISEX,WHITE,NORTHROCK,400,cluster_6
MOUNTAIN,WOMEN'S,GRAY,HECTIC,800,cluster_11
OTHER,MEN'S,GRAY,KONA,500,cluster_12
MOUNTAIN,MEN'S,BLACK,ELSWORTH,800,cluster_37
HYBRID,UNISEX,GREEN,MEC,1400,cluster_25
HYBRID,WOMEN'S,WHITE,OPUS,1000,cluster_21
MOUNTAIN,MEN'S,BLACK,RALEIGH,200,cluster_37
HYBRID,MEN'S,WHITE,TREK,1200,cluster_3
MOUNTAIN,WOMEN'S,GREEN,KONA,800,cluster_11
MOUNTAIN,UNISEX,BLACK,CHEROKEE,500,cluster_13
TOURING,MEN'S,BLACK,TREK,1000,cluster_17
BMX,UNISEX,BLACK,CCM,300,cluster_26
HYBRID,MEN'S,GREEN,GIANT,150,cluster_30
MOUNTAIN,WOMEN'S,BLUE,TREK,1000,cluster_11
REGULAR,UNISEX,GRAY,NEXT,80,cluster_6
OTHER,MEN'S,RED,UNKNOWN,400,cluster_5
MOUNTAIN,MEN'S,BLUE,ADVENTURE,376,cluster_7
RACER,MEN'S,GRAY,SPECIALIZED,800,cluster_16
OTHER,MEN'S,SILK,TREK,3000,cluster_36
MOUNTAIN,CHILD'S,BLACK,RAVEN,146,cluster_13
HYBRID,MEN'S,GRAY,RALEIGH,500,cluster_12
TRICYCLE,UNISEX,RED,BELIZE,780,cluster_32
MOUNTAIN,MEN'S,GREEN,GIANT,3100,cluster_9
MOUNTAIN,MEN'S,YELLOW,SPECIALISED,1000,cluster_8
REGULAR,UNISEX,PURPLE,NEXT,80,cluster_6
MOUNTAIN,WOMEN'S,BLUE,SCHWINN,250,cluster_11
MOUNTAIN,MEN'S,ORANGE,CCM,620,cluster_8
REGULAR,UNISEX,RED,UNKNOWN,140,cluster_6
REGULAR,UNISEX,BLACK,RALEIGH,650,cluster_6
HYBRID,WOMEN'S,BLUE,LIV,900,cluster_21
MOUNTAIN,UNISEX,SILK,STEEL,500,cluster_2
MOUNTAIN,WOMEN'S,PURPLE,JAMIS,500,cluster_11
HYBRID,WOMEN'S,WHITE,CCM,300,cluster_21
BMX,CHILD'S,RED,HARO,250,cluster_26
MOUNTAIN,WOMEN'S,BLACK,VIKING PRO,280,cluster_11
MOUNTAIN,UNISEX,WHITE,ROCKY MOUNTAIN,400,cluster_2
TOURING,UNISEX,BLACK,TREK,500,cluster_32
REGULAR,WOMEN'S,PURPLE,APOLLO,600,cluster_38
RACER,MEN'S,BLACK,KHS,1200,cluster_16
MOUNTAIN,MEN'S,SILK,MARIN,800,cluster_8
MOUNTAIN,MEN'S,RED,NORTH-GO,800,cluster_8
OTHER,UNISEX,BLUE,COLUMBIA,150,cluster_32
RACER,MEN'S,BLACK,GIANT,4699,cluster_33
RACER,MEN'S,WHITE,CERVELO,4000,cluster_9
HYBRID,MEN'S,BEIGE,GIAN,550,cluster_30
REGULAR,CHILD'S,BLACK,UNKNOWN,425,cluster_24
MOUNTAIN,MEN'S,BLACK,SPECIALIZED,1075,cluster_37
HYBRID,MEN'S,BLUE,ROCKY MOUNTAIN,800,cluster_35
RACER,MEN'S,BLUE,6KU,600,cluster_16
HYBRID,WOMEN'S,BLUE,KHS,150,cluster_21
MOUNTAIN,MEN'S,BLUE,SCOTT,900,cluster_7
MOUNTAIN,UNISEX,RED,UNKNOWN,100,cluster_2
MOUNTAIN,CHILD'S,BLACK,NORCO,200,cluster_13
HYBRID,MEN'S,GRAY,GIANT,700,cluster_12
MOUNTAIN,CHILD'S,GRAY,GIANT,500,cluster_20
MOUNTAIN,UNISEX,BLACK,UNKNOWN,500,cluster_13
MOUNTAIN,WOMEN'S,GRAY,SUPER CYCLE,120,cluster_11
TOURING,UNISEX,RED,MIELE,600,cluster_32
MOUNTAIN,MEN'S,BLUE,TREK,1000,cluster_7
MOUNTAIN,MEN'S,BLACK,ROCKY MOUNTAIN,800,cluster_37
REGULAR,UNISEX,TURQUOISE,UNKNOWN,200,cluster_6
REGULAR,UNISEX,BLUE,ROCKY MOUNTAIN,1000,cluster_6
MOUNTAIN,MEN'S,PURPLE,ASAMA,120,cluster_8
MOUNTAIN,UNISEX,ORANGE,SANTA CRUZ,7000,cluster_4
HYBRID,WOMEN'S,TURQUOISE ,DEVINCI,400,cluster_21
OTHER,UNISEX,RED,ZYCLE FIX,400,cluster_32
HYBRID,MEN'S,BLACK,N/A,100,cluster_31
OTHER,MEN'S,WHITE,OPUS,824,cluster_5
MOUNTAIN,UNISEX,BLUE,SANTA CRUZ,8000,cluster_4
REGULAR,UNISEX,BLACK,MOVELLO,120,cluster_6
MOUNTAIN,UNISEX,BLACK,TREK,1000,cluster_13
REGULAR,WOMEN'S,BLACK,LINUS,1140,cluster_38
MOUNTAIN,MEN'S,BLACK,UNKNOWN,700,cluster_37
HYBRID,MEN'S,RED,NORCO,150,cluster_30
OTHER,WOMEN'S,BLACK,SCHWINN,400,cluster_15
HYBRID,MEN'S,BLACK,GIANT,300,cluster_31
HYBRID,MEN'S,BLACK,SPECIALIZED,1500,cluster_17
HYBRID,WOMEN'S,BLACK,JAMIS,500,cluster_0
MOUNTAIN,MEN'S,BLACK,DIADORA,390,cluster_37
MOUNTAIN,MEN'S,BLUE,HYPER BOUNDARY,140,cluster_7
HYBRID,MEN'S,BLACK,GIANT,680,cluster_17
HYBRID,MEN'S,GREEN,N/A,300,cluster_30
MOUNTAIN,MEN'S,BLACK,MONGOOAW,500,cluster_37
TOURING,MEN'S,GRAY,GIANT,2800,cluster_39
OTHER,CHILD'S,BLUE,OTHER,200,cluster_22
MOUNTAIN,MEN'S,BLUE,GT,621,cluster_7
REGULAR,WOMEN'S,BLACK,BROOKLYN,800,cluster_38
MOUNTAIN,UNISEX,ORANGE,CCM,250,cluster_2
MOUNTAIN,MEN'S,ORANGE,HYPER BICYCLES,170,cluster_8
REGULAR,WOMEN'S,GRAY,GIANT,200,cluster_38
REGULAR,WOMEN'S,GRAY,BREEZER,1000,cluster_38
MOUNTAIN,UNISEX,BLACK,CANNONDALE,4500,cluster_9
REGULAR,MEN'S,GREEN,GIANT,350,cluster_29
HYBRID,UNISEX,RED,UNKNOWN,100,cluster_25
REGULAR,UNISEX,GREEN,UNKNOWN,250,cluster_6
MOUNTAIN,MEN'S,BLACK,HYPER,157,cluster_37
HYBRID,UNISEX,RED,INFINITY,400,cluster_25
HYBRID,WOMEN'S,BLUE,LIV,600,cluster_21
HYBRID,WOMEN'S,TURQUOISE,UNKNOWN,800,cluster_21
HYBRID,WOMEN'S,BLUE,LIV,600,cluster_21
MOUNTAIN,MEN'S,BLUE,GT,1100,cluster_7
MOUNTAIN,MEN'S,BLACK,TES,2000,cluster_14
MOUNTAIN,UNISEX,BLACK,RALEIGH,800,cluster_13
MOUNTAIN,UNISEX,BLACK,SHIMANO,180,cluster_13
MOUNTAIN,MEN'S,BLUE,DIAMOND BACK,150,cluster_7
MOUNTAIN,MEN'S,BLACK,TREK,800,cluster_37
MOUNTAIN,MEN'S,BLUE,CCM,400,cluster_7
MOUNTAIN,MEN'S,BLACK,CCM,500,cluster_37
HYBRID,UNISEX,BLACK,GIANT,650,cluster_25
REGULAR,UNISEX,GRAY,UNKNOWN,600,cluster_6
MOUNTAIN,UNISEX,BLUE,N/A,100,cluster_2
REGULAR,MEN'S,GRAY,MARIN,935,cluster_29
REGULAR,MEN'S,BLACK,EURO,370,cluster_24
MOUNTAIN,MEN'S,BLUE,NORTHERN BLEU,650,cluster_7
MOUNTAIN,MEN'S,GREEN,GARY FISHER,50,cluster_8
REGULAR,UNISEX,BLUE,HYPER,230,cluster_6
MOUNTAIN,UNISEX,GRAY,TREK,800,cluster_2
HYBRID,MEN'S,GRAY,SUPERCYCLE,200,cluster_12
MOUNTAIN,MEN'S,GRAY,ARROW,2400,cluster_14
MOUNTAIN,MEN'S,BLACK,GT,400,cluster_37
HYBRID,MEN'S,RED,GIANT,586,cluster_30
MOUNTAIN,UNISEX,YELLOW,NA,800,cluster_2
HYBRID,MEN'S,BLUE,DEVINCI,300,cluster_35
MOUNTAIN,UNISEX,GREEN,RALEIGH,100,cluster_23
MOUNTAIN,MEN'S,SILK,TREK,200,cluster_8
HYBRID,MEN'S,BLUE,NISHIKI,230,cluster_35
HYBRID,WOMEN'S,GREEN,SUPERCYCLE,100,cluster_21
MOUNTAIN,WOMEN'S,BLUE,RALEIGH,200,cluster_11
MOUNTAIN,MEN'S,GRAY,NORTHROCK,400,cluster_12
HYBRID,UNISEX,WHITE,OPUS,1200,cluster_25
MOUNTAIN,MEN'S,ORANGE,TREK,800,cluster_8
HYBRID,UNISEX,GRAY,RALEIGH,500,cluster_25
HYBRID,WOMEN'S,ORANGE,CANNONDALE,600,cluster_21
MOUNTAIN,WOMEN'S,PURPLE,GIANT,600,cluster_11
REGULAR,MEN'S,BLACK,NORCO,600,cluster_24
MOUNTAIN,WOMEN'S,WHITE,BRODIE,1200,cluster_28
HYBRID,MEN'S,SILK,GIAN,1500,cluster_30
HYBRID,UNISEX,BLACK,SPECIALIZED,1700,cluster_10
HYBRID,MEN'S,WHITE,NORCO,300,cluster_3
MOUNTAIN,CHILD'S,BLACK,GHOST,400,cluster_13
MOUNTAIN,MEN'S,BLACK,SCOTT,1500,cluster_14
MOUNTAIN,UNISEX,WHITE,GIANT,700,cluster_2
OTHER,UNISEX,BRONZE,ZZZ,3000,cluster_10
TOURING,MEN'S,BLACK,CANNONDALE,2000,cluster_39
REGULAR,UNISEX,GOLDEN,ZZZ,7000,cluster_4
MOUNTAIN,MEN'S,BLACK,NORCO,400,cluster_37
MOUNTAIN,MEN'S,BLACK,CCM,300,cluster_37
MOUNTAIN,MEN'S,BLACK,N/A,300,cluster_37
HYBRID,UNISEX,GRAY,GIANT,1225,cluster_25
MOUNTAIN,WOMEN'S,BLACK,GT,833,cluster_11
HYBRID,MEN'S,BLACK,GIANT,200,cluster_31
OTHER,MEN'S,RED,ECLIPSE,1400,cluster_5
TOURING,MEN'S,BLACK,MARIN,1000,cluster_5
RACER,UNISEX,BLACK,GIANT,1000,cluster_27
HYBRID,UNISEX,YELLOW,GIANT,1575,cluster_25
HYBRID,MEN'S,BLACK,DIMMER,650,cluster_31
REGULAR,MEN'S,BLACK,GIANT,1500,cluster_24
HYBRID,MEN'S,BLACK,CUBE,700,cluster_31
REGULAR,MEN'S,BLACK,DA VINCI,790,cluster_24
HYBRID,MEN'S,BLUE,TREK,800,cluster_35
TOURING,WOMEN'S,BLACK,SIMS,500,cluster_18
HYBRID,MEN'S,BLACK,REGAL,600,cluster_31
MOUNTAIN,UNISEX,BLUE,UNKNOWN,200,cluster_2
MOUNTAIN,MEN'S,BLACK,SPECIALIZED,3000,cluster_9
HYBRID,MEN'S,GRAY,OPUS,600,cluster_12
HYBRID,MEN'S,GREEN,GIANT,1000,cluster_30
