Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Make,Bicycle_Value,cluster
BMX,CHILD'S,BLACK,REDLINE,876,cluster_26
HYBRID,WOMEN'S,BLACK,SPECIALIZED,2500,cluster_36
RACER,MEN'S,BLACK,SPECIALIZED,1400,cluster_16
OTHER,WOMEN'S,BLACK,SPECIALIZED,2966,cluster_36
HYBRID,MEN'S,BLACK,SPECIALIZED,700,cluster_31
MOUNTAIN,MEN'S,BLUE,NORCO,275,cluster_7
REGULAR,WOMEN'S,BLUE,GIANT,450,cluster_38
HYBRID,MEN'S,BLUE,INFINITY,100,cluster_35
HYBRID,MEN'S,GRAY,TREK,400,cluster_12
RACER,MEN'S,GRAY,CAMPAGNOLO,700,cluster_16
MOUNTAIN,MEN'S,BLUE,HUFFY,120,cluster_7
MOUNTAIN,CHILD'S,GREEN,NORCO,998,cluster_23
HYBRID,MEN'S,GRAY,CANNONDALE QUIC,1200,cluster_12
MOUNTAIN,WOMEN'S,BLUE,SPECIALIZED,300,cluster_11
HYBRID,UNISEX,PURPLE,GIANT,500,cluster_25
HYBRID,MEN'S,GRAY,GIANT,699,cluster_12
MOUNTAIN,MEN'S,BLACK,N/A,100,cluster_37
MOUNTAIN,UNISEX,RED,TREK,600,cluster_2
HYBRID,WOMEN'S,RED,KUNSTADT,400,cluster_21
MOUNTAIN,MEN'S,GRAY,CCM,250,cluster_12
OTHER,WOMEN'S,RED,SPECIALIZED,1500,cluster_34
HYBRID,MEN'S,BLUE,GIANT,600,cluster_35
REGULAR,WOMEN'S,GRAY,SCOTT,680,cluster_38
HYBRID,WOMEN'S,WHITE,NORTHROCK,450,cluster_21
REGULAR,MEN'S,BLACK,CCM,300,cluster_24
RACER,MEN'S,WHITE,OPUS,2000,cluster_39
MOUNTAIN,MEN'S,RED,N/A,100,cluster_8
RACER,MEN'S,BLACK,CCM,200,cluster_16
MOUNTAIN,MEN'S,RED,GIANT,600,cluster_8
MOUNTAIN,MEN'S,GREEN,KONA,700,cluster_8
HYBRID,UNISEX,BLACK,TREK,600,cluster_25
HYBRID,MEN'S,BLUE,SPECIALIZED,200,cluster_35
RACER,WOMEN'S,WHITE,GIANT,1200,cluster_34
REGULAR,MEN'S,ORANGE,UNKNOWN,300,cluster_29
MOUNTAIN,CHILD'S,BLACK,ASCENT,804,cluster_13
HYBRID,WOMEN'S,WHITE,TREK,800,cluster_21
HYBRID,MEN'S,BLACK,MARIN,600,cluster_31
MOUNTAIN,MEN'S,BLACK,SUPERCYCLE,150,cluster_37
RACER,MEN'S,BLACK,GIANT,1500,cluster_16
MOUNTAIN,CHILD'S,BLACK,SUPERCYCLE,109,cluster_13
TOURING,UNISEX,GRAY,MIKADO,600,cluster_32
HYBRID,WOMEN'S,GRAY,NORCO,600,cluster_21
MOUNTAIN,MEN'S,BLACK,GT,500,cluster_37
HYBRID,MEN'S,RED,GIAN,3000,cluster_36
MOUNTAIN,UNISEX,GRAY,SPECIALIZED,1500,cluster_2
RACER,MEN'S,BLACK,GIANT,2000,cluster_39
HYBRID,WOMEN'S,SILK,SCHWINN,200,cluster_21
OTHER,MEN'S,BLACK,STATE BICYCLE,700,cluster_5
TOURING,WOMEN'S,BLUE,DEVINCI,2500,cluster_36
HYBRID,MEN'S,BLACK,STEVENS,1200,cluster_17
REGULAR,UNISEX,BLACK,DAMCO,500,cluster_6
MOUNTAIN,MEN'S,BLACK,INFINITY,350,cluster_37
MOUNTAIN,MEN'S,BLACK,GIANT,350,cluster_37
REGULAR,WOMEN'S,BLACK,TEMPO,200,cluster_38
OTHER,UNISEX,BLACK,SPECIALIZED,3000,cluster_10
BMX,UNISEX,BLACK,FIT BIKE CO,499,cluster_26
HYBRID,WOMEN'S,BLACK,SCHWINN,400,cluster_0
MOUNTAIN,MEN'S,BLACK,GT,900,cluster_37
MOUNTAIN,MEN'S,BLUE,GIANT,200,cluster_7
HYBRID,MEN'S,BLUE,KHS,500,cluster_35
MOUNTAIN,MEN'S,BLUE,SPORTEK,800,cluster_7
TOURING,MEN'S,BROWN,MASI,1500,cluster_39
RACER,MEN'S,GRAY,DEVINCI,2500,cluster_39
HYBRID,MEN'S,GRAY,UNKNOWN,200,cluster_12
HYBRID,MEN'S,GRAY,MIELE (PROCYCLE,300,cluster_12
HYBRID,MEN'S,PURPLE,NORCO,750,cluster_30
HYBRID,MEN'S,GREEN,SKYLINE,70,cluster_30
MOUNTAIN,MEN'S,RED,SPECIALIZED,250,cluster_8
HYBRID,MEN'S,BLACK,RALEIGH,800,cluster_31
HYBRID,WOMEN'S,BLACK,OPUS,700,cluster_0
HYBRID,MEN'S,RED,DEVINCI,900,cluster_30
OTHER,MEN'S,BLACK,FIORE,800,cluster_5
HYBRID,WOMEN'S,RED,RALEIGH,600,cluster_21
REGULAR,WOMEN'S,RED,UNKNOWN,750,cluster_38
MOUNTAIN,WOMEN'S,SILK,AVANTI,700,cluster_11
MOUNTAIN,CHILD'S,SILK,SCHWINN,200,cluster_20
MOUNTAIN,WOMEN'S,RED,DIADORA,300,cluster_20
TOURING,MEN'S,YELLOW,MASI,700,cluster_22
MOUNTAIN,MEN'S,BLACK,UNKNOWN,200,cluster_37
HYBRID,WOMEN'S,WHITE,LOUIS GARNEAU,500,cluster_21
REGULAR,MEN'S,BLACK,RALEIGH MERIT 1,900,cluster_24
MOUNTAIN,MEN'S,WHITE,DIAMONDBACK,200,cluster_28
HYBRID,MEN'S,BLUE,GIANT,250,cluster_35
REGULAR,MEN'S,BLACK,MARIN,600,cluster_24
HYBRID,MEN'S,BLACK,NORCO,800,cluster_31
MOUNTAIN,MEN'S,BLACK,ZZZ,1000,cluster_37
BMX,MEN'S,BLACK,WE THE PEOPLE,600,cluster_26
BMX,UNISEX,BLUE,KINK,3000,cluster_10
HYBRID,MEN'S,BLACK,TREK,565,cluster_17
RACER,WOMEN'S,BLACK,SPECIALIZED,1550,cluster_34
MOUNTAIN,MEN'S,BLUE,SCHWINN,350,cluster_7
REGULAR,WOMEN'S,WHITE,GIANT,600,cluster_38
RACER,MEN'S,WHITE,BAY,250,cluster_16
REGULAR,WOMEN'S,WHITE,SPORTCHEK,600,cluster_38
RACER,UNISEX,GRAY,SPECIALIZED,1500,cluster_27
HYBRID,MEN'S,BLACK,NORCO,480,cluster_31
MOUNTAIN,MEN'S,BLACK,CCM,800,cluster_37
MOUNTAIN,WOMEN'S,GRAY,TREK,1200,cluster_11
REGULAR,MEN'S,BLACK,UNKNOWN,280,cluster_24
MOUNTAIN,MEN'S,BLACK,TREX,2000,cluster_14
REGULAR,MEN'S,BLACK,BRODIE,450,cluster_24
REGULAR,MEN'S,GREEN,CCM,150,cluster_29
BMX,CHILD'S,BLUE,CAPIX,200,cluster_26
HYBRID,MEN'S,BLACK,TREK,500,cluster_17
TOURING,MEN'S,RED,BRODIE,1000,cluster_22
HYBRID,WOMEN'S,GRAY,TREK,800,cluster_21
REGULAR,MEN'S,BLUE,DIAMONDBACK,1500,cluster_29
HYBRID,MEN'S,SILK,LOUIS GARNEAU,500,cluster_30
REGULAR,CHILD'S,RED,N/A,130,cluster_29
MOUNTAIN,MEN'S,GRAY,N/A,300,cluster_12
HYBRID,MEN'S,WHITE,INFINITY,300,cluster_3
HYBRID,UNISEX,SILK,JAMIS,500,cluster_25
MOUNTAIN,MEN'S,BLACK,UNKNOWN,200,cluster_37
TRICYCLE,UNISEX,BLUE,UNKNOWN,600,cluster_32
HYBRID,MEN'S,WHITE,GIANT,650,cluster_3
MOUNTAIN,CHILD'S,BLACK,ORCO,300,cluster_13
HYBRID,MEN'S,WHITE,RALIEGH,300,cluster_3
MOUNTAIN,WOMEN'S,WHITE,SCHWINN,150,cluster_28
MOUNTAIN,MEN'S,WHITE,CCM,150,cluster_28
RACER,MEN'S,WHITE,NORCO,2000,cluster_39
REGULAR,MEN'S,BLACK,MIKADO,500,cluster_24
RACER,WOMEN'S,WHITE,GIANT - LIV,800,cluster_18
RACER,WOMEN'S,BLACK,JAMIS,400,cluster_18
RACER,MEN'S,BLACK,ORBEA,1200,cluster_16
MOUNTAIN,MEN'S,WHITE,TREK,800,cluster_28
MOUNTAIN,MEN'S,BLACK,CCM,600,cluster_37
HYBRID,MEN'S,BLACK,TREK,1100,cluster_17
MOUNTAIN,MEN'S,BLUE,SPORTEK,600,cluster_7
MOUNTAIN,MEN'S,BLACK,GT,360,cluster_37
HYBRID,MEN'S,BLACK,GIANT,650,cluster_17
HYBRID,MEN'S,BLACK,NORCO,420,cluster_31
HYBRID,MEN'S,BLACK,TREK,900,cluster_17
HYBRID,UNISEX,BLACK,BRODIE,800,cluster_25
MOUNTAIN,MEN'S,BLUE,CCM,650,cluster_7
HYBRID,MEN'S,BLACK,NORCO,600,cluster_31
MOUNTAIN,MEN'S,BLUE,RENGADE,250,cluster_7
MOUNTAIN,UNISEX,GREEN,GIANT,200,cluster_23
HYBRID,MEN'S,BLACK,GIANT,700,cluster_17
HYBRID,WOMEN'S,GREEN,TREK,550,cluster_21
TOURING,MEN'S,GREEN,KONA,400,cluster_22
MOUNTAIN,WOMEN'S,BLACK,RALEIGH,100,cluster_11
HYBRID,UNISEX,SILK,MARIN,300,cluster_25
OTHER,UNISEX,ORANGE,GIANT,599,cluster_32
TOURING,MEN'S,WHITE,TREK,1300,cluster_3
HYBRID,MEN'S,BLACK,DEVINCI,950,cluster_17
HYBRID,MEN'S,BLACK,NORCO,727,cluster_31
MOUNTAIN,MEN'S,WHITE,CCM,250,cluster_28
MOUNTAIN,MEN'S,BLACK,NORCO,1500,cluster_14
HYBRID,MEN'S,GRAY,RALEIGH,950,cluster_12
RACER,MEN'S,BLUE,BIANCHI,800,cluster_16
MOUNTAIN,MEN'S,BLACK,TREK,350,cluster_37
REGULAR,MEN'S,BLUE,HUFFY,248,cluster_29
REGULAR,MEN'S,BLACK,GIANT,800,cluster_24
MOUNTAIN,MEN'S,GOLDEN,DAVINCI,2500,cluster_14
HYBRID,WOMEN'S,SILK,STEVENS,1600,cluster_34
MOUNTAIN,MEN'S,GRAY,HUFFY,800,cluster_12
MOUNTAIN,MEN'S,BLACK,TREK,900,cluster_37
RACER,MEN'S,GRAY,RALEIGH,2000,cluster_39
OTHER,UNISEX,PINK,UNKNOWN,100,cluster_32
MOUNTAIN,MEN'S,BEIGE,KONA,3000,cluster_9
MOUNTAIN,WOMEN'S,PURPLE,RALEIGH,500,cluster_11
MOUNTAIN,MEN'S,RED,IRON HORSE,700,cluster_8
MOUNTAIN,MEN'S,BEIGE,KONA,3000,cluster_9
MOUNTAIN,MEN'S,SILK,GIANT,100,cluster_8
HYBRID,MEN'S,RED,TREK,600,cluster_30
OTHER,UNISEX,SILK,MARIN,300,cluster_32
RACER,MEN'S,YELLOW,PROLOGUE,600,cluster_16
HYBRID,UNISEX,WHITE,KUNSTADT,350,cluster_25
REGULAR,MEN'S,GRAY,UNKNOWN,50,cluster_29
MOUNTAIN,MEN'S,BLACK,GT,180,cluster_37
MOUNTAIN,MEN'S,BLACK,CCM,540,cluster_37
MOUNTAIN,WOMEN'S,SILK,SCHWINN,100,cluster_11
TOURING,MEN'S,BLUE,SEVENPEAKS,678,cluster_22
REGULAR,UNISEX,BLACK,FAIRFAX,670,cluster_6
HYBRID,WOMEN'S,WHITE,CCM,300,cluster_21
MOUNTAIN,MEN'S,BLACK,ROCKY MOUNTAIN,4000,cluster_9
HYBRID,UNISEX,BLACK,CANNONDALE,900,cluster_25
HYBRID,MEN'S,WHITE,GT,600,cluster_3
MOUNTAIN,MEN'S,BLACK,N/A,150,cluster_37
RACER,MEN'S,BLACK,GIANT,1400,cluster_16
HYBRID,MEN'S,WHITE,MEC,1300,cluster_3
MOUNTAIN,MEN'S,BLACK,TREK,500,cluster_37
TOURING,UNISEX,BLACK,TREK,500,cluster_32
MOUNTAIN,UNISEX,BLACK,COSTWAY,205,cluster_13
HYBRID,MEN'S,BLACK,TREK,800,cluster_17
MOUNTAIN,UNISEX,BLACK,TREK,500,cluster_13
HYBRID,MEN'S,GRAY,GIANT,700,cluster_12
MOUNTAIN,WOMEN'S,PURPLE,NAKAMURA,280,cluster_11
MOUNTAIN,CHILD'S,BLACK,SUPERCYCLE,100,cluster_13
MOUNTAIN,WOMEN'S,GRAY,SUPER CYCLE,120,cluster_11
HYBRID,MEN'S,RED,SCHWINN,550,cluster_30
REGULAR,MEN'S,BLACK,GT,600,cluster_24
MOUNTAIN,MEN'S,BLUE,GT,452,cluster_7
HYBRID,UNISEX,RED,TREK,600,cluster_25
RACER,WOMEN'S,BLUE,ECLIPSE,1200,cluster_34
OTHER,WOMEN'S,BLUE,CRUISER,950,cluster_15
HYBRID,WOMEN'S,WHITE,ETYK OR CROSSRO,445,cluster_21
HYBRID,MEN'S,GRAY,FUJI,629,cluster_12
MOUNTAIN,UNISEX,GRAY,UNKNOWN,400,cluster_2
HYBRID,MEN'S,BLACK,NORTHROCK,450,cluster_31
MOUNTAIN,MEN'S,RED,TREK,500,cluster_8
MOUNTAIN,WOMEN'S,BLUE,RALEIGH,200,cluster_11
HYBRID,MEN'S,BLUE,NEXT,50,cluster_35
RACER,UNISEX,RED,RALEIGH,200,cluster_27
REGULAR,MEN'S,WHITE,ARGON 18,1800,cluster_39
RACER,UNISEX,ORANGE,KENT INTERNATIO,250,cluster_27
REGULAR,MEN'S,WHITE,DIADORA,400,cluster_29
HYBRID,MEN'S,BLACK,BRODIE,1699,cluster_17
HYBRID,WOMEN'S,ORANGE,CANNONDALE,600,cluster_21
HYBRID,MEN'S,WHITE,GIANT,500,cluster_3
REGULAR,WOMEN'S,BLACK,SPECIALIZED,800,cluster_38
REGULAR,UNISEX,WHITE,UNK,225,cluster_6
OTHER,MEN'S,RED,UNKNOWN,200,cluster_5
HYBRID,MEN'S,BLACK,TREK,620,cluster_17
HYBRID,UNISEX,WHITE,UNKNOWN,800,cluster_25
TOURING,WOMEN'S,BLACK,BMC,300,cluster_18
TOURING,WOMEN'S,GREEN,UNKNOWN,300,cluster_18
MOUNTAIN,UNISEX,BLACK,MARIN,1000,cluster_13
MOUNTAIN,UNISEX,BLACK,HYPER,240,cluster_13
OTHER,WOMEN'S,RED,NORTHROCK,560,cluster_15
MOUNTAIN,MEN'S,BLACK,KONA,350,cluster_37
RACER,MEN'S,RED,CANNONDALE,900,cluster_16
MOUNTAIN,MEN'S,BLACK,KTM,600,cluster_37
MOUNTAIN,MEN'S,BLACK,N/A,100,cluster_37
HYBRID,WOMEN'S,BLUE,CROSSPORT,500,cluster_21
HYBRID,UNISEX,TURQUOISE,ROCKY MOUNTAIN,800,cluster_25
MOUNTAIN,MEN'S,GREEN,ROCKY MOUNTAIN,1000,cluster_8
HYBRID,MEN'S,BLUE,SCHWINN,400,cluster_35
MOUNTAIN,MEN'S,BLUE,INFINITY,150,cluster_7
HYBRID,MEN'S,GRAY,OPUS,600,cluster_12
HYBRID,MEN'S,WHITE,GIANT,600,cluster_3
HYBRID,MEN'S,WHITE,KTM,1000,cluster_3
REGULAR,MEN'S,TAN,N/A,1800,cluster_39
HYBRID,MEN'S,BLACK,GT,500,cluster_31
HYBRID,MEN'S,BLACK,SUPERCYCLE,300,cluster_31
MOUNTAIN,CHILD'S,BLACK,KONA,600,cluster_13
HYBRID,MEN'S,BLACK,TREK,800,cluster_17
RACER,UNISEX,BLACK,TREK,500,cluster_27
MOUNTAIN,MEN'S,BLACK,N/A,200,cluster_37
HYBRID,MEN'S,BLACK,TREK,600,cluster_17
REGULAR,UNISEX,BLACK,OPUS,750,cluster_6
HYBRID,MEN'S,BLACK,SCHWINN,450,cluster_31
MOUNTAIN,MEN'S,BLACK,KONA,900,cluster_37
MOUNTAIN,MEN'S,BLUE,TREK,600,cluster_7
HYBRID,WOMEN'S,PURPLE,TREK,700,cluster_21
HYBRID,MEN'S,BLACK,SPECIALIZED,1000,cluster_17
MOUNTAIN,MEN'S,SILK,MIYATA,250,cluster_8
HYBRID,UNISEX,BLACK,RALEIGH,700,cluster_25
MOUNTAIN,WOMEN'S,PURPLE,SCHWINN,600,cluster_11
RACER,MEN'S,WHITE,OPUS,1000,cluster_16
REGULAR,WOMEN'S,BLUE,CANNONDALE,850,cluster_38
TOURING,MEN'S,BLACK,CANNONDALE,500,cluster_5
HYBRID,WOMEN'S,WHITE,SCHWINN,350,cluster_21
HYBRID,MEN'S,GRAY,TREK,480,cluster_12
REGULAR,MEN'S,BLACK,RALEIGH,500,cluster_24
MOUNTAIN,MEN'S,BLACK,SUPERCYCLE,109,cluster_37
MOUNTAIN,UNISEX,BLACK,ROCKY MOUNTAIN,1500,cluster_13
MOUNTAIN,MEN'S,BRONZE,CCM,120,cluster_8
RACER,MEN'S,BLACK,GIANT,1400,cluster_16
MOUNTAIN,UNISEX,BLACK,TREK,700,cluster_13
TOURING,MEN'S,RED,DEVINCI,440,cluster_22
MOUNTAIN,WOMEN'S,GREEN,NORCO,400,cluster_11
MOUNTAIN,UNISEX,GREEN,OZARK TRAIL,100,cluster_23
REGULAR,MEN'S,BLUE,GIANT,700,cluster_29
MOUNTAIN,WOMEN'S,BLUE,GARY FISHER,245,cluster_11
HYBRID,MEN'S,WHITE,DCO,450,cluster_3
HYBRID,MEN'S,BLACK,HYPER,224,cluster_31
REGULAR,MEN'S,BLACK,PURE FIX,250,cluster_24
TOURING,UNISEX,GREEN,CCM,200,cluster_23
HYBRID,WOMEN'S,WHITE,GT,500,cluster_21
MOUNTAIN,MEN'S,BLACK,GT AVALANCHE,600,cluster_37
HYBRID,MEN'S,GRAY,SUPER CYCLE,300,cluster_12
RACER,MEN'S,WHITE,TREK,3000,cluster_36
HYBRID,MEN'S,BLACK,TREK,650,cluster_17
MOUNTAIN,MEN'S,BLACK,GIANT,2600,cluster_14
HYBRID,WOMEN'S,RED,TREK,1000,cluster_21
MOUNTAIN,MEN'S,GRAY,IRON HORSE,800,cluster_12
HYBRID,UNISEX,GREEN,BRODIE,1200,cluster_25
RACER,MEN'S,ORANGE,MASI,800,cluster_16
OTHER,MEN'S,GRAY,SCHWINN,300,cluster_12
MOUNTAIN,UNISEX,GREEN,CONCORDE,70,cluster_23
RACER,WOMEN'S,WHITE,DEVINCI,300,cluster_18
REGULAR,UNISEX,BLACK,UNKNOWN,90,cluster_6
OTHER,WOMEN'S,RED,SCHWINN,230,cluster_15
TOURING,UNISEX,WHITE,DEVINCI,1600,cluster_10
REGULAR,UNISEX,BLACK,UNKNOWN,525,cluster_6
RACER,UNISEX,RED,GIANT,400,cluster_27
REGULAR,WOMEN'S,WHITE,DEVINCI,600,cluster_38
HYBRID,MEN'S,YELLOW,GIANT,600,cluster_30
REGULAR,WOMEN'S,YELLOW,CCM,300,cluster_38
MOUNTAIN,MEN'S,WHITE,ORBEA,350,cluster_28
HYBRID,WOMEN'S,GRAY,STEVEN,949,cluster_21
MOUNTAIN,MEN'S,BLACK,TREK,400,cluster_37
RACER,MEN'S,WHITE,CRITICAL,380,cluster_16
MOUNTAIN,MEN'S,BLACK,TREK,650,cluster_37
MOUNTAIN,MEN'S,BLACK,N/A,300,cluster_37
MOUNTAIN,MEN'S,BRONZE,NORCO,400,cluster_8
MOUNTAIN,MEN'S,RED,JAMIS DRAGON,1000,cluster_8
MOUNTAIN,UNISEX,BLACK,GHOST,800,cluster_13
MOUNTAIN,MEN'S,GRAY,GIANT,600,cluster_12
MOUNTAIN,WOMEN'S,SILK,SUPERCYCLE,80,cluster_11
HYBRID,UNISEX,BLACK,RALEIGH,800,cluster_25
BMX,MEN'S,GRAY,GT PERFORMANCE,390,cluster_26
OTHER,MEN'S,WHITE,TREK,400,cluster_5
HYBRID,MEN'S,BLACK,TREK,700,cluster_17
MOUNTAIN,MEN'S,BLACK,YETI,800,cluster_37
HYBRID,WOMEN'S,BLUE,SPECIALIZED,600,cluster_21
MOUNTAIN,MEN'S,GREEN,MARIN,1000,cluster_8
RACER,MEN'S,RED,SCWINN,300,cluster_16
MOUNTAIN,MEN'S,GRAY,SUPERCYCLE,170,cluster_12
MOUNTAIN,MEN'S,GREEN,SPECIALIZED,450,cluster_8
TOURING,UNISEX,BLUE,UNKNOWN,100,cluster_32
HYBRID,MEN'S,BLACK,NORCO,800,cluster_31
MOUNTAIN,WOMEN'S,BLACK,GIANT,599,cluster_11
REGULAR,UNISEX,BLUE,UNKNOWN,100,cluster_6
MOUNTAIN,MEN'S,BLACK,KONA,806,cluster_37
RACER,MEN'S,RED,LOUIS GARNEAU,300,cluster_16
BMX,UNISEX,ORANGE,UNKNOWN,751,cluster_26
HYBRID,MEN'S,SILK,GIANT,60,cluster_30
MOUNTAIN,MEN'S,WHITE,UNKNOWN,100,cluster_28
MOUNTAIN,MEN'S,BLUE,GIANT,600,cluster_7
MOUNTAIN,MEN'S,SILK,FREE SPIRIT,600,cluster_8
MOUNTAIN,MEN'S,BLACK,NAKAMURA,450,cluster_37
MOUNTAIN,MEN'S,BLUE,CCM,800,cluster_7
RACER,MEN'S,WHITE,CRITICAL,320,cluster_16
MOUNTAIN,MEN'S,GRAY,SPECIALIZED,800,cluster_12
MOUNTAIN,MEN'S,GRAY,UNKNOWN,100,cluster_12
TOURING,WOMEN'S,BLACK,RALEIGH,100,cluster_18
HYBRID,WOMEN'S,BLACK,NORCO,600,cluster_0
TOURING,MEN'S,SILK,TREK,1700,cluster_39
HYBRID,MEN'S,BLACK,TREK,750,cluster_17
RACER,UNISEX,WHITE,MARINONI,1500,cluster_27
MOUNTAIN,WOMEN'S,SILK,SUPERCYCLE,170,cluster_11
RACER,MEN'S,BLUE,JAMIS,300,cluster_16
HYBRID,MEN'S,BLACK,SPECIALIZED,2000,cluster_39
MOUNTAIN,MEN'S,BLUE,UNKNOWN,800,cluster_7
HYBRID,WOMEN'S,BLACK,SPECIALIZED,2000,cluster_34
MOUNTAIN,MEN'S,YELLOW,G.T.,800,cluster_8
RACER,MEN'S,GRAY,CANNONDALE,1400,cluster_16
MOUNTAIN,MEN'S,GREEN,KHS,1500,cluster_14
HYBRID,MEN'S,BLUE,OPUS,800,cluster_35
MOUNTAIN,MEN'S,GRAY,MARIN,1200,cluster_12
MOUNTAIN,WOMEN'S,WHITE,TREK,500,cluster_28
HYBRID,WOMEN'S,RED,KUNDSTADT,500,cluster_21
MOUNTAIN,UNISEX,WHITE,NORCO,1500,cluster_2
MOUNTAIN,MEN'S,ORANGE,CONA,800,cluster_8
REGULAR,WOMEN'S,BLACK,NORCO,635,cluster_38
TOURING,CHILD'S,BLUE,KHS,700,cluster_22
MOUNTAIN,WOMEN'S,WHITE,ROCKY MOUNTAIN,1500,cluster_28
MOUNTAIN,UNISEX,BLACK,CANNONDALE,1800,cluster_10
HYBRID,MEN'S,BLACK,GIANT,150,cluster_31
MOUNTAIN,MEN'S,BLACK,HYPER BICYCLES,198,cluster_37
MOUNTAIN,MEN'S,BLUE,ROCKY MOUNTAIN,200,cluster_7
MOUNTAIN,MEN'S,BLACK,KONA,150,cluster_37
MOUNTAIN,MEN'S,BLUE,UNKNOWN,400,cluster_7
HYBRID,MEN'S,BLUE,DCO,500,cluster_35
MOUNTAIN,UNISEX,BLUE,DYNO,500,cluster_2
HYBRID,MEN'S,RED,SCHWINN CIRCUIT,300,cluster_30
MOUNTAIN,WOMEN'S,GOLDEN,UNKNOWN,600,cluster_11
OTHER,MEN'S,BLACK,CANNONDALE,1200,cluster_5
HYBRID,UNISEX,GRAY,MIELE,570,cluster_25
MOUNTAIN,MEN'S,SILK,NORCO,1000,cluster_8
RACER,UNISEX,BLUE,DEVINCI CUSTOM,1500,cluster_27
HYBRID,WOMEN'S,GRAY,KONA,600,cluster_21
MOUNTAIN,MEN'S,BLACK,CCM,600,cluster_37
RACER,MEN'S,BRONZE,PECCO'S,500,cluster_16
MOUNTAIN,MEN'S,GREEN,UNKNOWN,500,cluster_8
MOUNTAIN,UNISEX,BLACK,UNKNOWN,1200,cluster_13
MOUNTAIN,MEN'S,MAROON,SPECIALIZED,800,cluster_8
MOUNTAIN,MEN'S,BLACK,N/A,100,cluster_37
MOUNTAIN,MEN'S,BLACK,GIANT,800,cluster_37
HYBRID,UNISEX,RED,SCHWINN,150,cluster_25
RACER,UNISEX,TURQUOISE,TREK,2500,cluster_10
RACER,UNISEX,RED,TREK,2000,cluster_10
RACER,MEN'S,GREEN,OPUS,800,cluster_16
MOUNTAIN,MEN'S,WHITE,BRODIE,750,cluster_28
MOUNTAIN,WOMEN'S,BLUE,REEBOK,120,cluster_11
MOUNTAIN,MEN'S,WHITE,SCHWINN,800,cluster_28
MOUNTAIN,MEN'S,WHITE,CCM,250,cluster_28
REGULAR,WOMEN'S,WHITE,GIANT,600,cluster_38
HYBRID,MEN'S,BLACK,NAKAMURA,300,cluster_31
HYBRID,MEN'S,BLACK,TREK,500,cluster_17
MOUNTAIN,WOMEN'S,BLACK,NAKAMURA,200,cluster_11
HYBRID,WOMEN'S,GRAY,GARNEAU,600,cluster_21
REGULAR,MEN'S,BLACK,MARIN,1500,cluster_24
MOUNTAIN,UNISEX,RED,CCM,400,cluster_2
HYBRID,WOMEN'S,GRAY,NORCO,350,cluster_21
MOUNTAIN,MEN'S,BLACK,GIANT,700,cluster_37
REGULAR,UNISEX,BLUE,GIANT,150,cluster_6
RACER,MEN'S,GREEN,SUPERCYCLE,100,cluster_16
MOUNTAIN,WOMEN'S,BLACK,UNKNOWN,500,cluster_11
TOURING,UNISEX,WHITE,GURU,900,cluster_32
MOUNTAIN,MEN'S,SILK,TREK,300,cluster_8
HYBRID,WOMEN'S,GREEN,GT,800,cluster_21
REGULAR,WOMEN'S,WHITE,RALEIGH,380,cluster_38
MOUNTAIN,WOMEN'S,BLACK,CANNONDALE,550,cluster_11
HYBRID,MEN'S,GRAY,GIANT,800,cluster_12
MOUNTAIN,MEN'S,BLACK,UNKNOWN,800,cluster_37
HYBRID,UNISEX,GRAY,KUNDSTAT,800,cluster_25
HYBRID,WOMEN'S,BEIGE,MIYATA,300,cluster_21
MOUNTAIN,MEN'S,BLACK,SCOTT,1700,cluster_14
MOUNTAIN,WOMEN'S,GREEN,KONA,500,cluster_11
MOUNTAIN,MEN'S,GREEN,NORCO,1200,cluster_8
MOUNTAIN,MEN'S,BLACK,CCM,150,cluster_37
MOUNTAIN,UNISEX,TURQUOISE,TREK,1000,cluster_2
HYBRID,MEN'S,RED,DAVINCI,700,cluster_30
BMX,CHILD'S,BLACK,X GAMES,200,cluster_26
MOUNTAIN,MEN'S,BLUE,KONA,1700,cluster_14
RACER,UNISEX,BLACK,REGAL,400,cluster_27
REGULAR,UNISEX,RED,SUPERCYCLE,120,cluster_6
HYBRID,MEN'S,BLACK,GARNEAU,900,cluster_17
HYBRID,MEN'S,BLACK,CCM,480,cluster_31
HYBRID,WOMEN'S,BLUE,CYCLES CROIX,400,cluster_21
RACER,MEN'S,BLACK,GIANT,1200,cluster_16
HYBRID,MEN'S,BLACK,DEVINCI,500,cluster_31
MOUNTAIN,MEN'S,BLACK,DIADORA,700,cluster_37
RACER,WOMEN'S,BLUE,2014 JAMIS,800,cluster_18
RACER,MEN'S,BLACK,BIANCI,300,cluster_16
HYBRID,MEN'S,BLACK,GIANT,600,cluster_17
MOUNTAIN,UNISEX,BLUE,MORADO,500,cluster_2
RACER,MEN'S,BLUE,BLUE LINE,500,cluster_16
REGULAR,MEN'S,BLACK,N/A,400,cluster_24
HYBRID,UNISEX,GRAY,OPUS,2100,cluster_10
MOUNTAIN,MEN'S,BRONZE,KONA,2400,cluster_14
TOURING,MEN'S,BLUE,MIYATA,400,cluster_22
HYBRID,MEN'S,GRAY,ECLIPSE,1500,cluster_12
HYBRID,MEN'S,RED,SPECIALIZED,150,cluster_30
HYBRID,MEN'S,BEIGE,GIANT,653,cluster_30
