X,Y,Year,Occurrence,Occurren_Day,Location_T,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Ottawa_Neighboirhood,Month,string in numeric
-8423710.754,5687821.781,2018,2018/09/05 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,576,GT,AGGRESSOR EXPER,MOUNTAIN,MEN'S, ORANGE,Sandy Hill,September,Found
-8425533.248,5687571.242,2018,2018/06/09 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,800,DEVINCI,OSLO,REGULAR,MEN'S,GRAY,Centretown,June,Found
-8426785.554,5687652.343,2017,2017/09/09 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",STOLEN,1052,STEVENS,N/A,MOUNTAIN,MEN'S,SILK,Centretown,September,Found
-8426358.103,5685015.416,2018,2018/09/05 00:00:00+00,Wednesday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,500,KUNDSTADT,KANATA,HYBRID,MEN'S, WHITE,Glebe - Dows Lake,September,Found
-8426248.08,5686208.538,2018,2018/06/07 00:00:00+00,Sunday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,700,NORCO,XFR2,HYBRID,MEN'S,GRAY,Laurentian,June,Found
-8424761.45,5689198.998,2017,2017/09/12 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,STOLEN,800,UNKNOWN,N/A,HYBRID,WOMEN'S,TRQ,Sandy Hill,September,Found
-8426358.103,5685015.416,2018,2018/09/05 00:00:00+00,Wednesday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,700,MARIN,FAIRFAX SC1,HYBRID,MEN'S,BLACK,Sandy Hill,September,Found
-8434349.971,5680429.315,2018,2018/06/10 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,TREK,3500 SERIES,MOUNTAIN,MEN'S,GRAY,Lebreton Development,June,Found
-8420240.408,5686398.788,2017,2017/09/12 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,SPECIALIZED,SIRRUS,HYBRID,MEN'S,BLACK,Centretown,September,Found
-8427750.305,5685875.353,2018,2018/09/04 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,300,DIADORA,MODENA,HYBRID,MEN'S,BLACK,West Centretown,September,Found
-8424105.605,5688225.999,2018,2018/06/10 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,1500,MEC,ADANAC,HYBRID,UNISEX,GREENRED,Carson Grove - Carson Meadows,June,Found
-8425518.818,5690135.967,2017,2017/09/10 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,180,SHIMANO,HYBRID BICYCLE,MOUNTAIN,UNISEX,BLACK,Lowertown,September,Found
-8426358.103,5685015.416,2018,2018/09/05 00:00:00+00,Wednesday,SCHOOLS DURING SUPERVISED ACTIVITY,N/A,N/A,QXFORD,ALT-4000,MOUNTAIN,MEN'S,BLUE,Laurentian,September,Found
-8428276.709,5687278.976,2018,2018/06/09 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,350,SCHWINN,HYDRA 700C,HYBRID,WOMEN'S,PURPLE,Hunt Club East - Western Community,June,Found
-8429894.74,5684994.565,2017,2017/09/12 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,500,CCM,SL 2.0 DUAL SUS,MOUNTAIN,MEN'S,BLACK,Hintonburg - Mechanicsville,September,Found
-8425134.587,5688289.587,2018,2018/09/05 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,STOLEN,800,ORBEA,MX50,MOUNTAIN,MEN'S,GREEN,Glebe - Dows Lake,September,Found
-8423817.007,5687099.883,2018,2018/06/08 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,STOLEN,699,SPECIALIZED,VITA,HYBRID,WOMEN'S,BLACK,Old Ottawa East,June,Found
-8427750.305,5685875.353,2018,2018/09/04 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,1000,MIELE,N/A,RACER,MEN'S,PINK,Glebe - Dows Lake,September,Found
-8426480.517,5688145.941,2017,2017/08/28 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,8999,TREK,SUPERFLY9.8SL,MOUNTAIN,MEN'S,BLACK  ORANGE,East Industrial,August,Found
-8425440.091,5689053.181,2018,2018/06/06 00:00:00+00,Saturday,PARKING LOTS,STOLEN,350,GIANT,ESCAPE 3,HYBRID,MEN'S,BLACK,Sandy Hill,June,Found
-8426824.981,5686258.551,2018,2018/09/04 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,500,BROOKLYN CYCLE,N/A,REGULAR,MEN'S,BLACK,Carleton University,September,Found
-8425518.818,5690135.967,2017,2017/09/10 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,800,TREK,N/A,MOUNTAIN,UNISEX,GRAY,Centrepointe,September,Found
-8425148.467,5683347.7,2018,2018/09/03 00:00:00+00,Tuesday,DWELLING UNIT,STOLEN,2000,LAPIERRE,N/A,HYBRID,MEN'S,BLACK,Carleton Heights - Rideauview,September,Found
-8436587.989,5665022.104,2018,2018/06/09 00:00:00+00,Saturday,PARK,STOLEN,1100,G.T.,N/A,MOUNTAIN,MEN'S,BLACK  ORANGE,Greenbelt,June,Found
-8429894.74,5684994.565,2017,2017/09/12 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,2400,ARROW,N/A,MOUNTAIN,MEN'S,GRAY,Island Park - Wellington Village,September,Found
-8426937,5681425.815,2018,2018/09/03 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,STOLEN,780,SPECIALIZED,SIRRUS SPORT,OTHER,UNISEX,BLACK RED,Centretown,September,Found
-8420989.314,5690345.859,2018,2018/06/08 00:00:00+00,Friday,PARKING LOTS,STOLEN,1050,KONA,DEW DELUXE 2015,HYBRID,MEN'S, DARK BLUE,Centretown,June,Found
-8427020.23,5687510.547,2017,2017/09/11 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,N/A,N/A,NA,N/A,N/A,N/A,N/A,Lowertown,September,Found
-8427137.724,5679939.869,2018,2018/09/03 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,1250,SIRRUS,SPECIALIZED XL,HYBRID,MEN'S,RED,Old Ottawa South,September,Found
-8408991.188,5695326.316,2018,2018/06/07 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,500,GIANT,ALIGHT 2,HYBRID,WOMEN'S, WHITE,Old Ottawa South,June,Found
-8433677.562,5676632.687,2017,2017/09/12 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,800,KHS,ELITE 223,RACER,WOMEN'S,OTHER,Hintonburg - Mechanicsville,September,Found
-8403450.925,5695748.043,2018,2018/09/03 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,400,DIADORA,CORSO 27.5,MOUNTAIN,MEN'S,LIGHT GREEN,Fallingbrook,September,Found
-8420989.314,5690345.859,2018,2018/06/08 00:00:00+00,Friday,PARKING LOTS,STOLEN,2000,TREK,1.5 T,RACER,MEN'S, WHITE,Centretown,June,Found
-8431005.165,5686009.405,2017,2017/09/11 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,1300,SPECIALIZED,STUMPJUMPER FSR,MOUNTAIN,UNISEX,SILK,Centretown,September,Found
-8426167.077,5687626.163,2018,2018/09/02 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",RECOVERED,764,TREK,7.4,HYBRID,MEN'S, ORANGE,Centretown,September,Found
-8408991.188,5695326.316,2018,2018/06/07 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,150,SUPERCYCLE,N/A,N/A,N/A, WHITE,Vanier South,June,Found
-8429675.459,5665109.081,2017,2017/09/09 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,N/A,GIANT,N/A,MOUNTAIN,MEN'S, WHITE,West Centretown,September,Found
-8426167.077,5687626.163,2018,2018/09/02 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,1000,FOCUS,MARES,RACER,MEN'S,BEIGE,Centretown,September,Found
-8427124.331,5686773.267,2018,2018/06/08 00:00:00+00,Friday,OPEN AREAS,STOLEN,1500,NORCO,VALENCE,TOURING,WOMEN'S,BLACK,Convent Glen - Orléans Woods,June,Found
-8428170.744,5685344.449,2017,2017/09/11 00:00:00+00,Monday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,1500,FELT,Z95,RACER,MEN'S,BLACK,Old Barrhaven East,September,Found
-8426167.077,5687626.163,2018,2018/09/02 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,3500,FELT,F3X,RACER,MEN'S,BLACK,Centretown,September,Found
-8424777.459,5683555.709,2018,2018/06/07 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,800,TREK,MAMBA,MOUNTAIN,MEN'S,BLACK,Vanier South,June,Found
-8430442.397,5684674.546,2017,2017/09/10 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,800,NORCO,ATB CHARGER,MOUNTAIN,MEN'S,BLACK,Hintonburg - Mechanicsville,September,Found
-8426339.167,5687913.319,2018,2018/09/01 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",STOLEN,200,REEBOK,N/A,REGULAR,WOMEN'S, WHITE,Centretown,September,Found
-8427124.331,5686773.267,2018,2018/06/08 00:00:00+00,Friday,OPEN AREAS,STOLEN,1140,NORCO,2014CHARGER7.2F,MOUNTAIN,MEN'S,BLACK,Convent Glen - Orléans Woods,June,Found
-8426167.077,5687626.163,2017,2017/09/11 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,N/A,N/A,NA,N/A,N/A,N/A,N/A,Centretown,September,Found
-8426339.167,5687913.319,2018,2018/09/01 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",STOLEN,429,FREE AGENT,2016 NOVUS,BMX,MEN'S,BLACK,Vanier North,September,Found
-8425011.492,5687545.962,2018,2018/06/06 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,200,GARNEAU,PULSE,HYBRID,UNISEX, WHITE,Sandy Hill,June,Found
-8426147.236,5688757.734,2017,2017/09/10 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,800,SPECIALIZED,CAMBER 29ER,MOUNTAIN,MEN'S,BLACK,Centretown,September,Found
-8425330.776,5687479.28,2018,2018/08/31 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,500,MARIN,FAIRFAX,HYBRID,MEN'S,BLACK,Centretown,August,Found
-8430709.402,5685307.699,2018,2018/06/07 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,RECOVERED,765,TREK,FX 7.4,HYBRID,MEN'S, WHITE,Centretown,June,Found
-8426224.421,5687723.784,2017,2017/09/10 00:00:00+00,Sunday,PARKING LOTS,STOLEN,5000,TREK,N/A,REGULAR,MEN'S,BLACK RED,Centretown,September,Found
-8426710.658,5686457.176,2018,2018/09/01 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,200,CRITICAL CYCLE,N/A,REGULAR,MEN'S,BLACK,Centretown,September,Found
-8427153.155,5687733.072,2018,2018/06/07 00:00:00+00,Thursday,OPEN AREAS,STOLEN,500,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK,Laurentian,June,Found
-8426147.236,5688757.734,2017,2017/09/10 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,1520,TREK,XO-1,RACER,MEN'S,SILK,Sandy Hill,September,Found
-8422561.846,5690745.462,2018,2018/09/01 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,1500,KHS,CUSTOM,MOUNTAIN,UNISEX,N/A,Centretown,September,Found
-8448481.29,5672248.426,2018,2018/06/07 00:00:00+00,Thursday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,1500,TREK,ROSCOE 7,MOUNTAIN,MEN'S,BLACK,Centretown,June,Found
-8426224.421,5687723.784,2017,2017/09/10 00:00:00+00,Sunday,PARKING LOTS,STOLEN,150,RALEIGH,GATOR FS,MOUNTAIN,UNISEX,SILK RED,Sandy Hill,September,Found
-8427020.23,5687510.547,2018,2018/08/31 00:00:00+00,Saturday,OPEN AREAS,STOLEN,500,GIANT,OCR3,TOURING,MEN'S,RED,Centretown,August,Found
-8425964.93,5689025.569,2017,2017/09/09 00:00:00+00,Saturday,BAR OR RESTAURANT,STOLEN,700,DEVINCI,N/A,HYBRID,WOMEN'S, WHITE,West Centretown,September,Found
-8417018.273,5683624.31,2018,2018/06/04 00:00:00+00,Thursday,DWELLING UNIT,STOLEN,130,ALGONQUIN,N/A,MOUNTAIN,CHILD'S,BLUE,Hawthorne Meadows - Sheffield Glen,June,Found
-8425722.097,5687887.121,2017,2017/09/08 00:00:00+00,Saturday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,2000,LEMOND,ROAD BIKE,RACER,MEN'S,BLACK,West Centretown,September,Found
-8426067.113,5684537.412,2018,2018/08/30 00:00:00+00,Friday,PARK,STOLEN,3000,DAYMAK,FLORENCE,TRICYCLE,UNISEX,BLACK,Centretown,August,Found
-8417018.273,5683624.31,2018,2018/06/04 00:00:00+00,Thursday,DWELLING UNIT,STOLEN,130,ALGONQUIN,N/A,MOUNTAIN,CHILD'S,BLUEPINK,Hawthorne Meadows - Sheffield Glen,June,Found
-8426711.627,5684532.994,2017,2017/09/08 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1150,MARIN,FAIRFAX 3,HYBRID,MEN'S,BLACK,Byward Market,September,Found
-8426130.174,5686537.037,2018,2018/07/19 00:00:00+00,Friday,PARKING LOTS,STOLEN,650,GIANT,ROVE 2,HYBRID,WOMEN'S,GRAY,Centretown,July,Found
-8424147.421,5689229.769,2018,2018/06/05 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,700,GIANT,ESCAPE 2 CITY B,HYBRID,WOMEN'S,GRAY,Sandy Hill,June,Found
-8426937,5681425.815,2017,2017/09/08 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,STOLEN,800,GIANT,TALON 3,MOUNTAIN,MEN'S,BLACK,Centretown,September,Found
-8426863.94,5687780.141,2018,2018/08/31 00:00:00+00,Friday,PARKING LOTS,STOLEN,3000,TREK,CROSSRIP 2,RACER,UNISEX,GRAY,Centretown,August,Found
-8433519.288,5682208.612,2018,2018/06/07 00:00:00+00,Thursday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,800,GIANT,TALON 3,MOUNTAIN,MEN'S,GRAYGREEN,Sandy Hill,June,Found
-8428518.055,5684578.87,2017,2017/09/08 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,100,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK,Glebe - Dows Lake,September,Found
-8426130.174,5686537.037,2018,2018/07/19 00:00:00+00,Friday,PARKING LOTS,STOLEN,270,SPECIALIZED,HARDROCK SPORT,MOUNTAIN,MEN'S,SILK,Glebe - Dows Lake,July,Found
-8424185.946,5689412.914,2018,2018/06/07 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,N/A,VENTURE,N/A,REGULAR,MEN'S,N/A,Laurentian,June,Found
-8428518.055,5684578.87,2017,2017/09/08 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,160,UNKNOWN,N/A,REGULAR,WOMEN'S,BLACK,Carleton University,September,Found
-8427184.494,5685280.481,2018,2018/08/29 00:00:00+00,Thursday,DWELLING UNIT,STOLEN,300,BIANCHI,ADVANTAGE,HYBRID,MEN'S, DARK BLUE,Glebe - Dows Lake,August,Found
-8421575.436,5680736.983,2018,2018/06/06 00:00:00+00,Thursday,OPEN AREAS,STOLEN,0,GIANT,UNKNOWN,MOUNTAIN,N/A,N/A,Ledbury - Heron Gate - Ridgemont,June,Found
-8428518.055,5684578.87,2017,2017/09/08 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,770,NORCO,ATB STORM 7.2,MOUNTAIN,MEN'S,GRAY,West Centretown,September,Found
-8425532.581,5686585.656,2018,2018/08/29 00:00:00+00,Thursday,OPEN AREAS,STOLEN,650,JAMIS,COMMUNTER,REGULAR,WOMEN'S, WHITE,Centretown,August,Found
-8424820.195,5689298.087,2018,2018/06/07 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",N/A,N/A,NA,N/A,N/A,N/A,N/A,Beaverbrook,June,Found
-8424930.579,5689496.193,2018,2018/08/16 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,1200,GYANT,N/A,HYBRID,WOMEN'S,GRAY,Centretown,August,Found
-8424369.459,5687726.593,2018,2018/06/07 00:00:00+00,Thursday,HOSPITAL,STOLEN,1200,CONCORDE,COLOMBO,RACER,UNISEX,PINK,Hintonburg - Mechanicsville,June,Found
-8426612.047,5687363.762,2018,2018/08/19 00:00:00+00,Thursday,PARKING LOTS,STOLEN,1000,GIANT,SIPRESS DX,HYBRID,MEN'S,SILK,Hintonburg - Mechanicsville,August,Found
-8425896.453,5684114.847,2018,2018/06/07 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,650,LIV,N/A,HYBRID,WOMEN'S,PURPLE,Glebe - Dows Lake,June,Found
-8430415.904,5686113.894,2018,2018/08/29 00:00:00+00,Thursday,PARKING LOTS,RECOVERED,400,NORCO,RIDEAU STEP-THR,HYBRID,WOMEN'S,SILK,Lowertown,August,Found
-8433519.288,5682208.612,2018,2018/06/07 00:00:00+00,Thursday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,700,GIANT,TALON 3,MOUNTAIN,N/A,RED,Sandy Hill,June,Found
-8427569.332,5684610.901,2018,2018/08/28 00:00:00+00,Wednesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,1500,CANNONDALE,N/A,RACER,MEN'S, ORANGE,Byward Market,August,Found
-8450598.465,5666748.21,2018,2018/06/06 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,350,UNKNOWN,UKNOWN,HYBRID,MEN'S, WHITE,Borden Farm - Fisher Glen,June,Found
-8426385.289,5689156.114,2018,2018/08/26 00:00:00+00,Wednesday,BAR OR RESTAURANT,STOLEN,1400,TREK,1.2 ALPHA ROAD,RACER,MEN'S,BLACK,West Centretown,August,Found
-8430151.499,5675823.742,2018,2018/06/06 00:00:00+00,Wednesday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,678,TREK,FX2,HYBRID,UNISEX,BLACK,Westboro,June,Found
-8426340.482,5691171.02,2018,2018/08/24 00:00:00+00,Wednesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,1450,STEVENS,SPECIAL EDITION,MOUNTAIN,MEN'S,BLACK,Manor Park,August,Found
-8424761.45,5689198.998,2018,2018/05/27 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",STOLEN,350,SCHWINN,HYDRA,HYBRID,N/A,BLACK,Stittsville,May,Found
-8420745.309,5691630.36,2018,2018/08/29 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,1600,GIANT,DEFY 3,RACER,MEN'S,OTHER,Byward Market,August,Found
-8430151.499,5675823.742,2018,2018/06/06 00:00:00+00,Wednesday,SCHOOLS DURING SUPERVISED ACTIVITY,STOLEN,250,HYPER,HPR 700,RACER,MEN'S,BLACK RED,Sandy Hill,June,Found
-8426224.421,5687723.784,2018,2018/08/27 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,900,TREK,6700 WSD,HYBRID,WOMEN'S, WHITE,Britannia Village,August,Found
-8432327.322,5683815.052,2018,2018/06/05 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,600,GIANT,DEFY,TOURING,UNISEX,BLUE,Borden Farm - Fisher Glen,June,Found
-8424973.11,5688246.304,2018,2018/08/19 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,STOLEN,900,SCHWINN,NOT SURE,MOUNTAIN,MEN'S,BLACK,Westboro,August,Found
-8422764.501,5692724.62,2018,2018/06/03 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,750,MASI,SPECIALE FIXED,RACER,UNISEX, ORANGE,Rockcliffe Park,June,Found
-8432541.222,5684206.498,2018,2018/08/25 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,600,SPECIALIZED,ALLEZ,MOUNTAIN,MEN'S,RED WHITE,West Centretown,August,Found
-8428518.055,5684578.87,2017,2017/09/08 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,450,GIANT,JR XTC 1,MOUNTAIN,CHILD'S,GRAY,West Centretown,September,Found
-8424403.486,5688727.171,2018,2018/06/03 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1356,KONA,DR. DEW 2017,HYBRID,UNISEX, ORANGE,Sandy Hill,June,Found
-8437766.412,5678821.564,2018,2018/08/28 00:00:00+00,Tuesday,OPEN AREAS,STOLEN,N/A,SCHWINN,700C,HYBRID,MEN'S,SILK,Centretown,August,Found
-8432622.95,5684159.165,2017,2017/09/08 00:00:00+00,Friday,TRANSIT BUS / BUS SHELTER,N/A,1100,GIANT,CONTEND,RACER,MEN'S,BLACK GREEN,Westboro,September,Found
-8426130.174,5686537.037,2018,2018/05/21 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,1200,DEVINCI,OSLO,HYBRID,MEN'S,BLACK,Centretown,May,Found
-8432622.95,5684159.165,2017,2017/09/08 00:00:00+00,Friday,TRANSIT BUS / BUS SHELTER,STOLEN,1000,GIANT,ESCAPE 3,HYBRID,MEN'S,DARK GREEN,Centretown,September,Found
-8426224.421,5687723.784,2018,2018/08/27 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,450,NORTHROCK,N/A,HYBRID,MEN'S,SILK,Sandy Hill,August,Found
-8432834.73,5683371.875,2018,2018/06/05 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,2000,SPECIALIZED,DIVERGE,TOURING,MEN'S,BLACK,Laurentian,June,Found
-8427254.376,5686556.773,2017,2017/09/07 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,499,GIANT ESCAPE 3,D170 C5AF8606,HYBRID,UNISEX,GRAY,Westboro,September,Found
-8426402.814,5684095.688,2018,2018/08/23 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,300,GIANT,N/A,REGULAR,UNISEX,SILK,Glebe - Dows Lake,August,Found
-8413735.898,5684085.186,2018,2018/06/05 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,80,HUFFY,TUNDRA,MOUNTAIN,MEN'S,BLACK,Centretown,June,Found
-8430760.391,5668533.809,2017,2017/09/08 00:00:00+00,Friday,TRANSIT BUS / BUS SHELTER,STOLEN,900,TREK,FX 7.4,HYBRID,MEN'S,GRAYRED,Old Barrhaven East,September,Found
-8428352.882,5685769.993,2018,2018/08/27 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,800,GIANT,DEFY 3 2011,RACER,MEN'S,YELLOW  WHITE,Centretown,August,Found
-8426101.122,5688059.144,2018,2018/05/25 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,650,NORCO,RIDEAU,REGULAR,WOMEN'S,BLUE,Rockcliffe Park,May,Found
-8432041.338,5683380.146,2017,2017/09/07 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,800,TREK,N/A,REGULAR,WOMEN'S,MAROON,Westboro,September,Found
-8426220.668,5688881.378,2018,2018/08/27 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,700,TREK,MARLIN 6,MOUNTAIN,N/A, ORANGE,Byward Market,August,Found
-8424870.095,5688305.195,2018,2018/06/02 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,STOLEN,482,TREK,3700,MOUNTAIN,UNISEX,BLUE,Sandy Hill,June,Found
-8432622.95,5684159.165,2017,2017/09/08 00:00:00+00,Friday,TRANSIT BUS / BUS SHELTER,STOLEN,1258,KONA,COCO,REGULAR,WOMEN'S,N/A,Westboro,September,Found
-8425773.395,5690074.235,2018,2018/08/26 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,700,GARY FISHER,N/A,HYBRID,WOMEN'S,BLACK,Glebe - Dows Lake,August,Found
-8422764.501,5692724.62,2018,2018/06/03 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,200,UNKNOWN,N/A,REGULAR,WOMEN'S,N/A,Sandy Hill,June,Found
-8432622.95,5684159.165,2017,2017/09/08 00:00:00+00,Friday,TRANSIT BUS / BUS SHELTER,STOLEN,1000,CANNONDALE,N/A,HYBRID,MEN'S,N/A,Westboro,September,Found
-8424403.486,5688727.171,2018,2018/06/03 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,NORCO,2007-2009 BUSHP,MOUNTAIN,MEN'S,SILK,Greenbelt,June,Found
-8425773.395,5690074.235,2018,2018/08/26 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,80,RALEIGH,N/A,MOUNTAIN,WOMEN'S,BLUE,Byward Market,August,Found
-8425674.796,5688914.253,2017,2017/08/31 00:00:00+00,Thursday,BAR OR RESTAURANT,STOLEN,500,GIANT,ESCAPE 2,HYBRID,MEN'S, DARK BLUE,Sandy Hill,August,Found
-8425533.248,5687571.242,2018,2018/05/21 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,150,RALEIGH,N/A,REGULAR,WOMEN'S, LIGHT BLUE,Centretown,May,Found
-8420558.715,5685957.525,2018,2018/08/25 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,500,JAMIS,DAKAR EXPERT,MOUNTAIN,MEN'S,BLUE,Elmvale - Canterbury,August,Found
-8421862.183,5690416.491,2017,2017/09/06 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,500,GIANT,N/A,MOUNTAIN,MEN'S,BLACK,Vanier South,September,Found
-8431586.553,5665631.154,2018,2018/06/04 00:00:00+00,Monday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,430,NORTHROCK,XC29,MOUNTAIN,MEN'S,BLACK,Centretown,June,Found
-8420558.715,5685957.525,2018,2018/08/25 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1526,RIDLEY,X-TRAIL A60,OTHER,WOMEN'S,BLUE,Elmvale - Canterbury,August,Found
-8421862.183,5690416.491,2017,2017/09/06 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,275,BEACH CRUISER,REID LADIES CLA,TOURING,WOMEN'S,N/A,Carleton University,September,Found
-8425707.111,5687254.763,2018,2018/06/02 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,150,SPECIALIZED,N/A,MOUNTAIN,MEN'S,BLUE,Centretown,June,Found
-8425391.623,5684687.515,2018,2018/08/26 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,556,GIANT,CYPRESS '10 GY,HYBRID,MEN'S,GRAY,Sandy Hill,August,Found
-8426937,5681425.815,2017,2017/09/05 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,STOLEN,N/A,ROCK HOP,N/A,OTHER,MEN'S,N/A,Vanier South,September,Found
