X,Y,FID_,ID,Year,Reported_D,Reported_Time,Reported_WeekDay,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Offence,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Speed,Ottawa_Neighboirhood,Ottawa_N_1_policeSector,Ottawa_N_2policeDevision,Census_TractUniqueId,Census_T_1_Name,X_Coordina,Y_Coordina
-8432756.838,5683185.715,8264,8121,2017,2017/03/23 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/07 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,500,KONA,DEW DELUXE,HYBRID,MEN'S,COPPER,24,Laurentian,Sector 21,Central,5050033.01,33.01,363311.6901,5028094.549
-8424789.158,5691186.345,8265,8131,2017,2017/03/23 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/22 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,75,UNKNOWN,N/A,MOUNTAIN,MEN'S,DARK GREEN,21,Lindenlea - New Edinburgh,Sector 25,Central,5050058,58,368859.0551,5033755.568
-8424789.158,5691186.345,8266,8163,2017,2017/03/23 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/22 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,600,GIANT,SEEK 2,HYBRID,MEN'S,GRAY,24,Laurentian,Sector 21,Central,5050058,58,368859.0551,5033755.568
-8425285.641,5688552.221,8267,7422,2017,2017/03/21 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/03/21 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,350,SCHWINN,ANTRIM,MOUNTAIN,MEN'S, WHITE,21,Sandy Hill,Sector 24,Central,5050050,50,368528.8285,5031906.694
-8425285.641,5688552.221,8268,7588,2017,2017/03/21 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/03/21 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,800,N/A,N/A,REGULAR,MEN'S,BLACK,15,Sandy Hill,Sector 24,Central,5050050,50,368528.8285,5031906.694
-8426004.031,5688994.654,8269,7983,2017,2017/03/20 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/03/20 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,1000,UNKNOWN,STEVENS,REGULAR,MEN'S,BLUE,0,Byward Market,Sector 24,Central,5050054,54,368020.7041,5032211.584
-8425392.374,5688485.163,8270,7423,2017,2017/03/18 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2016/11/10 00:00:00+00,1899/12/30 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,550,SCHWINN,VOLARE 1300,RACER,MEN'S, WHITE,14,Sandy Hill,Sector 24,Central,5050050,50,368454.2729,5031858.951
-8425392.374,5688485.163,8271,7980,2017,2017/03/18 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2016/11/10 00:00:00+00,1899/12/30 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,RECOVERED,400,RALEIGH,SUPER CYCLE,TOURING,MEN'S,BLUE,10,Sandy Hill,Sector 24,Central,5050050,50,368454.2729,5031858.951
-8433677.562,5676632.687,8272,7970,2017,2017/03/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,140,SUPER CYCLE,N/A,MOUNTAIN,CHILD'S,BLUE,10,Centrepointe,Sector 15,West,5050133,133,362706.2419,5023492.801
-8433677.562,5676632.687,8273,8161,2017,2017/03/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,600,MIKADO,N/A,TOURING,MEN'S,GRAY,18,Centrepointe,Sector 15,West,5050133,133,362706.2419,5023492.801
-8433677.562,5676632.687,8274,8299,2017,2017/03/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,180,UNKOWN,N/A,MOUNTAIN,CHILD'S,GRAYBLUE,10,Centrepointe,Sector 15,West,5050133,133,362706.2419,5023492.801
-8433423.183,5676108.25,8275,8499,2017,2017/03/15 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/03/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,TRANSIT BUS / BUS SHELTER,THEFT <BICYCLE,FOUND,N/A,HOG,MAXX,OTHER,UNISEX,RED,1,Centrepointe,Sector 15,West,5050137.05,137.05,362888.6879,5023126.505
-8433423.183,5676108.25,8276,8625,2017,2017/03/15 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/03/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,TRANSIT BUS / BUS SHELTER,THEFT <BICYCLE,STOLEN,100,SUPERCYCLE,N/A,HYBRID,MEN'S,SILK,21,Centrepointe,Sector 15,West,5050137.05,137.05,362888.6879,5023126.505
-8436346.505,5679672.934,8277,7587,2017,2017/03/10 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/03/07 00:00:00+00,1899/12/30 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,500,TREK,N/A,HYBRID,MEN'S,BLACK,0,Britannia Village,Sector 14,West,5050030,30,360808.6121,5025608.441
-8436346.505,5679672.934,8278,7974,2017,2017/03/10 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/03/07 00:00:00+00,1899/12/30 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,1000,KONA,SCRAP,MOUNTAIN,MEN'S,BLUE,0,Britannia Village,Sector 14,West,5050030,30,360808.6121,5025608.441
-8424351.471,5682945.121,8279,7339,2017,2017/03/09 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARKING LOTS,THEFT <BICYCLE,STOLEN,1400,FUJI,FEATHER CX,RACER,MEN'S, DARK BLUE,1,Billings Bridge - Alta Vista,Sector 34,East,5050005,5,369225.7159,5027983.546
-8424351.471,5682945.121,8280,8129,2017,2017/03/09 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARKING LOTS,THEFT <BICYCLE,STOLEN,1000,KONA,CALDERA 2011,MOUNTAIN,MEN'S,DARK GREEN,27,Billings Bridge - Alta Vista,Sector 34,East,5050005,5,369225.7159,5027983.546
-8426850.984,5687222.017,8281,8686,2017,2017/03/09 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/09 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1200,GIANT,CRUISER,REGULAR,WOMEN'S,TRQ,15,Billings Bridge - Alta Vista,Sector 34,East,5050040,40,367437.7041,5030963.573
-8424351.471,5682945.121,8282,8699,2017,2017/03/09 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/03/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARKING LOTS,THEFT <BICYCLE,RECOVERED,300,FUJI,SUNDANCE,MOUNTAIN,MEN'S,YELLOW,12,Centretown,Sector 23,Central,5050005,5,369225.7159,5027983.546
-8424186.218,5689804.031,8283,8130,2017,2017/02/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/02/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,900,JAMIS,N/A,TOURING,MEN'S,DARK GREEN,0,Sandy Hill,Sector 24,Central,5050052,52,369292.7079,5032791.587
-8424186.218,5689804.031,8284,8164,2017,2017/02/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/02/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,200,MARIN,BEAR VALLEY,MOUNTAIN,UNISEX,GRAY,24,Sandy Hill,Sector 24,Central,5050052,52,369292.7079,5032791.587
-8435109.567,5663062.684,8285,7414,2017,2017/02/23 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2016/10/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,120,CCM,N/A,RACER,MEN'S, ORANGE,24,Old Barrhaven West,Sector 16,West,5050141.15,141.15,361784.0789,5013956.141
-8435109.567,5663062.684,8286,7571,2017,2017/02/23 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2016/10/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,125,N/A,N/A,HYBRID,UNISEX,BLACK,7,Old Barrhaven West,Sector 16,West,5050141.15,141.15,361784.0789,5013956.141
-8435109.567,5663062.684,8287,7586,2017,2017/02/23 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2016/10/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,200,HARO,EXPERT RACE,BMX,CHILD'S,BLACK,0,Old Barrhaven West,Sector 16,West,5050141.15,141.15,361784.0789,5013956.141
-8429380.621,5684485.985,8288,7429,2017,2017/02/18 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/02/17 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,250,GIORDANO,RAPIDO 700,RACER,MEN'S, WHITE,1,Civic Hospital-Central Park,Sector 21,Central,5050034,34,365677.7,5029028.557
-8431673.079,5678379.804,8289,8502,2017,2017/02/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/02/02 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,500,KUNDSTADT SPORT,UNKNOWN NOW,HYBRID,WOMEN'S,RED,21,Civic Hospital-Central Park,Sector 17,West,5050023.01,23.01,364105.694,5024731.519
-8432622.95,5684159.165,8290,7570,2017,2017/02/10 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/02/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,THEFT <BICYCLE,STOLEN,949,SPECIALIZED,CROSSTRAIL ELIT,HYBRID,MEN'S,BLACK,27,Westboro,Sector 21,Central,5050045,45,363399.5189,5028777.84
-8430830.555,5685598.669,8291,7584,2017,2017/02/10 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/02/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,OPEN AREAS,THEFT <BICYCLE,STOLEN,50,NORCO,N/A,MOUNTAIN,MEN'S,BLACK,1,Westboro,Sector 21,Central,5050045,45,364650.5589,5029798.69
-8432622.95,5684159.165,8292,7585,2017,2017/02/10 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/02/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,THEFT <BICYCLE,STOLEN,709,STEVENS,ELEGANCE LITE,HYBRID,MEN'S,BLACK,1,Island Park - Wellington Village,Sector 21,Central,5050045,45,363399.5189,5028777.84
-8432622.95,5684159.165,8293,7973,2017,2017/02/10 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/02/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,THEFT <BICYCLE,STOLEN,350,SPECIALIZED,HARD ROCK,MOUNTAIN,UNISEX,BLUE,5,Westboro,Sector 21,Central,5050045,45,363399.5189,5028777.84
-8429044.488,5685427.188,8294,8125,2017,2017/02/06 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/02/06 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,650,TREK,ALLANT WSD,REGULAR,WOMEN'S,CRM,18,Hintonburg - Mechanicsville,Sector 21,Central,5050043,43,365907.7,5029690.562
-8441371.505,5651063.373,8295,7979,2017,2017/02/03 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/01/31 00:00:00+00,1899/12/30 00:00:00+00,Friday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,50,SUPERCYCLE,N/A,MOUNTAIN,MEN'S,BLUE,12,Richmond,Sector 12,West,5050151.03,151.03,357439.6159,5005481.341
-8441371.505,5651063.373,8296,8102,2017,2017/02/03 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/01/31 00:00:00+00,1899/12/30 00:00:00+00,Friday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT <BICYCLE,FOUND,N/A,EXPLOSIVE,N/A,MOUNTAIN,MEN'S,BLUEE,18,Richmond,Sector 12,West,5050151.03,151.03,357439.6159,5005481.341
-8427485.82,5679949.027,8297,7428,2017,2017/02/02 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/01/31 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARKING LOTS,THEFT <BICYCLE,STOLEN,600,SCHWINN,VOLARE,TOURING,MEN'S, WHITE,21,Carleton Heights - Rideauview,Sector 17,West,5050020.01,20.01,367041.7079,5025860.529
-8427485.82,5679949.027,8298,7427,2017,2017/02/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/02/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,600,SCHWIN,ROAD BIKE,TOURING,MEN'S, WHITE,18,Carleton Heights - Rideauview,Sector 17,West,5050020.01,20.01,367041.7079,5025860.529
-8427097.21,5687636.899,8299,7426,2017,2017/01/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2016/11/01 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,200,CCM,RIPTIDE,MOUNTAIN,UNISEX, WHITE,6,Centretown,Sector 23,Central,5050048,48,367261.703,5031252.576
-8430903.72,5680175.005,8300,7582,2017,2017/01/26 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/01/25 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,3309,TREK,FARLEY,MOUNTAIN,UNISEX,BLACK,10,Civic Hospital-Central Park,Sector 21,Central,5050023.02,23.02,364635.2011,5025995.73
-8430903.72,5680175.005,8301,7583,2017,2017/01/26 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/01/25 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,2311,MOTOBECANE,BORRIS THE EVIL,MOUNTAIN,UNISEX,BLACK,10,Civic Hospital-Central Park,Sector 21,Central,5050023.02,23.02,364635.2011,5025995.73
-8427152.722,5679419.312,8302,7581,2017,2017/01/25 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/01/25 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,CONVENIENCE STORES,THEFT <BICYCLE,STOLEN,250,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK,18,Carleton Heights - Rideauview,Sector 17,West,5050020.02,20.02,367279.7729,5025491.338
-8424153.164,5691089.922,8303,8389,2017,2017/01/23 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/01/23 00:00:00+00,1899/12/30 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,RECOVERED,N/A,CCM,ROAD BIKE,OTHER,MEN'S,N/A,6,Lindenlea - New Edinburgh,Sector 25,Central,5050104,104,369306.7049,5033692.596
-8424324.293,5686650.048,8304,7382,2017,2017/01/22 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2016/11/01 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,N/A,PEGEAU,N/A,MOUNTAIN,MEN'S, ORANGE,24,Old Ottawa East,Sector 22,Central,5050015,15,369218.271,5030580.676
-8424324.293,5686650.048,8305,8128,2017,2017/01/22 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2016/11/01 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,N/A,SUPERCYCLE,N/A,MOUNTAIN,MEN'S,DARK GREEN,21,Old Ottawa East,Sector 22,Central,5050015,15,369218.271,5030580.676
-8424324.293,5686650.048,8306,8313,2017,2017/01/22 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2016/11/01 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1800,SALSA,VAYA,TOURING,MEN'S,GREEN,10,Old Ottawa East,Sector 22,Central,5050015,15,369218.271,5030580.676
-8427740.286,5686751.374,8307,7580,2017,2017/01/16 00:00:00+00,1899/12/30 00:00:00+00,Monday,2016/12/20 00:00:00+00,1899/12/30 00:00:00+00,Monday,UNKNOWN,THEFT <BICYCLE,STOLEN,500,GT,TRAFFIC 2.0,HYBRID,MEN'S,BLACK,18,West Centretown,Sector 22,Central,5050041,41,366815.7019,5030627.57
-8428290.654,5686755.37,8308,7425,2017,2017/01/15 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/01/03 00:00:00+00,1899/12/30 00:00:00+00,Sunday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,1400,MEC,N/A,OTHER,MEN'S, WHITE,21,West Centretown,Sector 22,Central,5050041,41,366428.7011,5030626.571
-8428290.654,5686755.37,8309,8385,2017,2017/01/15 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/01/03 00:00:00+00,1899/12/30 00:00:00+00,Sunday,DWELLING UNIT,THEFT <BICYCLE,SEIZED,N/A,ZZZ,UNK,MOUNTAIN,MEN'S,N/A,18,West Centretown,Sector 22,Central,5050041,41,366428.7011,5030626.571
-8451915.608,5676643.322,8310,7579,2017,2017/01/09 00:00:00+00,1899/12/30 00:00:00+00,Monday,2017/01/05 00:00:00+00,1899/12/30 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,3000,TOTAL BMX (FRAM,KILLABEE K1,BMX,MEN'S,BLACK,1,Brookside - Briarbrook - Morgan's Grant,Sector 13,West,5050160.11,160.11,349868.2619,5023395.522
-8425752.152,5687443.592,8311,8672,2017,2017/08/06 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2017/07/19 00:00:00+00,1899/12/30 00:00:00+00,Sunday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,150,MARIN,BOLINAS RIDGE,MOUNTAIN,WOMEN'S,SILK,0,Centretown,Sector 23,Central,5050037,37,368208.7071,5031126.574
-8423437.229,5689589.318,8312,7410,2017,2017/08/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,RECOVERED,100,BMX,N/A,BMX,CHILD'S, ORANGE,0,Sandy Hill,Sector 24,Central,5050101,101,369820.7101,5032646.585
-8423437.229,5689589.318,8313,7477,2017,2017/08/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,1200,CANNONDALE,F4,MOUNTAIN,MEN'S, WHITE,24,Vanier South,Sector 25,Central,5050101,101,369820.7101,5032646.585
-8444032.116,5665676.298,8314,7858,2017,2017/08/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,600,FIT BENNY,BMX,BMX,MEN'S,BLACK,0,Bridlewood - Emerald Meadows,Sector 13,West,5050161.05,161.05,355479.2321,5015738.764
-8444032.116,5665676.298,8315,7903,2017,2017/08/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,900,TREK,8.5 DS,HYBRID,MEN'S,BLACK,27,Vanier South,Sector 25,Central,5050161.05,161.05,355479.2321,5015738.764
-8424221.527,5688157.259,8316,8036,2017,2017/08/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,500,CCM,29ER,MOUNTAIN,MEN'S,BLUE,21,Bridlewood - Emerald Meadows,Sector 13,West,5050051,51,369279.7101,5031637.577
-8444032.116,5665676.298,8317,8217,2017,2017/08/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,350,KONA,SMOKE 29,HYBRID,UNISEX,GRAY,0,Bridlewood - Emerald Meadows,Sector 13,West,5050161.05,161.05,355479.2321,5015738.764
-8425507.293,5688748.189,8318,7475,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,750,TREK,ATMOSPHERE,HYBRID,WOMEN'S, WHITE,9,Sandy Hill,Sector 24,Central,5050050,50,368371.626,5032042.422
-8426218.853,5690642.902,8319,7476,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,800,MEC,MIDTOWN,HYBRID,MEN'S, WHITE,27,Centretown,Sector 23,Central,5050055,55,367858.1239,5033364.752
-8427324.753,5687496.451,8320,7729,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,150,700 CC KENT ROA,ROAD,OTHER,MEN'S,BLACK,21,Greenboro East,Sector 35,East,5050048,48,367102.703,5031152.575
-8431477.157,5665320.246,8321,8379,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,160,CCM,SUPERCYCLE,MOUNTAIN,WOMEN'S,MAROON,15,Byward Market,Sector 24,Central,5050141.11,141.11,364329.9,5015565.735
-8420803.455,5678071.076,8322,8400,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,165,OZARK TRAIL,N/A,MOUNTAIN,WOMEN'S,N/A,0,Old Barrhaven East,Sector 16,West,5050001.06,1.06,371757.731,5024591.518
-8426218.853,5690642.902,8323,8412,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/01 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,1100,GIANT BICYCLES,TOUGHROAD SLR 2,HYBRID,N/A,N/A,0,Old Barrhaven East,Sector 16,West,5050055,55,367858.1239,5033364.752
-8424552.118,5683875.6,8324,8448,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,N/A,N/A,NA,N/A,N/A,N/A,N/A,0,Centretown,Sector 23,Central,5050016,16,369077.923,5028634.415
-8431511.067,5665435.347,8325,8459,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Friday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,619,SPECIALIZED,SIRRUS,HYBRID,MEN'S,OTHER,0,Byward Market,Sector 24,Central,5050141.11,141.11,364305.24,5015646.363
-8425599.627,5687193.74,8326,8608,2017,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,50,MEC,UNKNOWN,MOUNTAIN,MEN'S,RED DARK BLACK,12,Old Ottawa South,Sector 22,Central,5050037,37,368317.7079,5030952.572
-8428561.781,5687411.948,8327,7727,2017,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,1200,ARGON 18,KRYPTON,RACER,UNISEX,BLACK,0,Byward Market,Sector 24,Central,5050047,47,366233.5781,5031084.814
-8429178.386,5686268.354,8328,7899,2017,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,THEFT <BICYCLE,STOLEN,100,METROPOLITAN,LONDON,HYBRID,MEN'S,BLACK,12,Britannia Village,Sector 14,West,5050047,47,365807.829,5030279.188
-8437786.606,5679114.019,8329,8208,2017,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/08/02 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARK,THEFT <BICYCLE,STOLEN,1900,MEC,ADANAC 500,HYBRID,MEN'S,GRAY,20,Lebreton Development,Sector 22,Central,5050029,29,359798.6729,5025207.522
-8429178.386,5686268.354,8330,8210,2017,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,THEFT <BICYCLE,STOLEN,300,JAMIS,N/A,REGULAR,N/A,GRAY,24,West Centretown,Sector 22,Central,5050047,47,365807.829,5030279.188
-8425783.959,5689660.447,8331,8623,2017,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,1100,NORCO,NCO5 CHARGER,MOUNTAIN,MEN'S,SILK,15,West Centretown,Sector 22,Central,5050054,54,368170.7041,5032679.588
